NO_OF_FRAMES	1000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-15, 11:01:12	4968.37138920
DATA_INCLUDED	3D
MARKER_NAMES	Distal phalanx	DIP joint	PIP joint	MP joint	Scaphoid
148.803	164.335	198.598	144.366	181.424	210.737	141.382	209.986	217.017	141.756	238.010	217.208	141.658	266.200	215.470
148.803	164.335	198.620	144.365	181.436	210.748	141.386	209.993	217.028	141.760	238.019	217.212	141.659	266.217	215.465
148.801	164.334	198.628	144.367	181.442	210.753	141.380	210.008	217.032	141.760	238.030	217.221	141.653	266.222	215.469
148.797	164.349	198.624	144.171	181.789	210.658	141.377	210.010	217.036	142.231	237.819	217.402	141.648	266.225	215.466
148.797	164.347	198.612	144.165	181.788	210.658	141.368	210.008	217.027	142.236	237.815	217.409	141.648	266.225	215.469
148.789	164.345	198.608	144.157	181.786	210.654	141.359	210.005	217.027	142.215	237.815	217.398	141.634	266.225	215.468
148.787	164.338	198.607	144.153	181.778	210.648	141.360	209.995	217.026	142.218	237.805	217.398	141.632	266.221	215.461
148.785	164.334	198.600	144.151	181.774	210.642	141.358	209.989	217.016	142.216	237.798	217.388	141.634	266.209	215.465
148.791	164.332	198.598	144.157	181.772	210.640	141.365	209.986	217.014	142.231	237.803	217.400	141.640	266.208	215.457
148.796	164.331	198.604	144.165	181.772	210.632	141.374	209.987	217.009	142.224	237.803	217.387	141.643	266.215	215.452
148.810	164.352	198.611	144.180	181.770	210.644	141.377	209.983	217.042	142.237	237.807	217.395	141.656	266.217	215.450
148.812	164.353	198.616	144.186	181.780	210.645	141.380	209.993	217.029	142.250	237.803	217.397	141.678	266.218	215.453
148.809	164.350	198.618	144.184	181.778	210.650	141.387	209.992	217.049	142.263	237.801	217.403	141.676	266.214	215.446
148.812	164.281	198.524	144.179	181.766	210.619	141.495	209.952	216.899	142.275	237.798	217.385	141.660	266.212	215.484
148.810	164.266	198.516	144.174	181.754	210.621	141.492	209.937	216.889	142.269	237.797	217.374	141.647	266.207	215.474
148.799	164.261	198.512	144.168	181.740	210.619	141.498	209.936	216.888	142.263	237.795	217.362	141.652	266.201	215.481
