"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,153.078890,
2,0.008333,153.079724,
3,0.016667,153.080789,
4,0.025000,153.081731,
5,0.033333,153.082459,
6,0.041667,153.082744,
7,0.050000,153.082255,
8,0.058333,153.081091,
9,0.066667,153.080203,
10,0.075000,153.080910,
11,0.083333,153.083354,
12,0.091667,153.085665,
13,0.100000,153.085805,
14,0.108333,153.083803,
15,0.116667,153.081199,
16,0.125000,153.079615,
17,0.133333,153.080422,
18,0.141667,153.084034,
19,0.150000,153.089333,
20,0.158333,153.094626,
21,0.166667,153.098573,
22,0.175000,153.100181,
23,0.183333,153.098945,
24,0.191667,153.095049,
25,0.200000,153.089218,
26,0.208333,153.082870,
27,0.216667,153.077899,
28,0.225000,153.075126,
29,0.233333,153.073516,
30,0.241667,153.072076,
31,0.250000,153.071743,
32,0.258333,153.074643,
33,0.266667,153.082186,
34,0.275000,153.093949,
35,0.283333,153.107666,
36,0.291667,153.120270,
37,0.300000,153.129486,
38,0.308333,153.134818,
39,0.316667,153.137256,
40,0.325000,153.138204,
41,0.333333,153.138666,
42,0.341667,153.139198,
43,0.350000,153.140290,
44,0.358333,153.142516,
45,0.366667,153.146207,
46,0.375000,153.151096,
47,0.383333,153.156534,
48,0.391667,153.162205,
49,0.400000,153.168452,
50,0.408333,153.176026,
51,0.416667,153.185992,
52,0.425000,153.199258,
53,0.433333,153.215141,
54,0.441667,153.230931,
55,0.450000,153.243693,
56,0.458333,153.252059,
57,0.466667,153.256420,
58,0.475000,153.258424,
59,0.483333,153.260194,
60,0.491667,153.263116,
61,0.500000,153.267052,
62,0.508333,153.270688,
63,0.516667,153.272474,
64,0.525000,153.271296,
65,0.533333,153.267074,
66,0.541667,153.261657,
67,0.550000,153.258681,
68,0.558333,153.261222,
69,0.566667,153.269423,
70,0.575000,153.280688,
71,0.583333,153.291523,
72,0.591667,153.299189,
73,0.600000,153.302802,
74,0.608333,153.303436,
75,0.616667,153.302922,
76,0.625000,153.302383,
77,0.633333,153.301784,
78,0.641667,153.300608,
79,0.650000,153.298939,
80,0.658333,153.298176,
81,0.666667,153.300854,
82,0.675000,153.309434,
83,0.683333,153.324670,
84,0.691667,153.344883,
85,0.700000,153.366957,
86,0.708333,153.388283,
87,0.716667,153.407924,
88,0.725000,153.425839,
89,0.733333,153.440829,
90,0.741667,153.449931,
91,0.750000,153.451202,
92,0.758333,153.446898,
93,0.766667,153.442688,
94,0.775000,153.444154,
95,0.783333,153.454065,
96,0.791667,153.470896,
97,0.800000,153.489336,
98,0.808333,153.503789,
99,0.816667,153.511934,
100,0.825000,153.514804,
101,0.833333,153.514422,
102,0.841667,153.511999,
103,0.850000,153.507864,
104,0.858333,153.502284,
105,0.866667,153.495946,
106,0.875000,153.489711,
