"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,153.393087,
2,0.008333,153.415188,
3,0.016667,153.433542,
4,0.025000,153.422715,
5,0.033333,153.389013,
6,0.041667,153.354870,
7,0.050000,153.336180,
8,0.058333,153.338718,
9,0.066667,153.366906,
10,0.075000,153.423923,
11,0.083333,153.498516,
12,0.091667,153.557339,
13,0.100000,153.562934,
14,0.108333,153.509847,
15,0.116667,153.440541,
16,0.125000,153.411546,
17,0.133333,153.435086,
18,0.141667,153.462254,
19,0.150000,153.435999,
20,0.158333,153.359161,
21,0.166667,153.297525,
22,0.175000,153.308982,
23,0.183333,153.379363,
24,0.191667,153.439404,
25,0.200000,153.437854,
26,0.208333,153.385631,
27,0.216667,153.332475,
28,0.225000,153.314893,
29,0.233333,153.331089,
30,0.241667,153.353997,
31,0.250000,153.356551,
32,0.258333,153.329820,
33,0.266667,153.290950,
34,0.275000,153.275197,
35,0.283333,153.307486,
36,0.291667,153.373528,
37,0.300000,153.425681,
38,0.308333,153.426765,
39,0.316667,153.386797,
40,0.325000,153.350195,
41,0.333333,153.348158,
42,0.341667,153.372262,
43,0.350000,153.395679,
44,0.358333,153.407192,
45,0.366667,153.413161,
46,0.375000,153.412551,
47,0.383333,153.386982,
48,0.391667,153.322983,
49,0.400000,153.236503,
50,0.408333,153.166056,
51,0.416667,153.140167,
52,0.425000,153.154475,
53,0.433333,153.181100,
54,0.441667,153.198251,
55,0.450000,153.209891,
56,0.458333,153.237061,
57,0.466667,153.290715,
58,0.475000,153.355443,
59,0.483333,153.403695,
60,0.491667,153.425694,
61,0.500000,153.438238,
62,0.508333,153.457983,
63,0.516667,153.471249,
64,0.525000,153.443411,
65,0.533333,153.363640,
66,0.541667,153.271244,
67,0.550000,153.225877,
68,0.558333,153.251277,
69,0.566667,153.316202,
70,0.575000,153.371302,
71,0.583333,153.394124,
72,0.591667,153.392389,
73,0.600000,153.374755,
74,0.608333,153.336798,
75,0.616667,153.280075,
76,0.625000,153.230946,
77,0.633333,153.224811,
78,0.641667,153.269844,
79,0.650000,153.334617,
80,0.658333,153.375964,
81,0.666667,153.375305,
82,0.675000,153.345606,
83,0.683333,153.309601,
84,0.691667,153.279464,
85,0.700000,153.256274,
86,0.708333,153.239153,
87,0.716667,153.228197,
88,0.725000,153.222012,
89,0.733333,153.218596,
90,0.741667,153.217829,
91,0.750000,153.218356,
92,0.758333,153.212448,
93,0.766667,153.190166,
94,0.775000,153.152006,
95,0.783333,153.113330,
96,0.791667,153.091179,
97,0.800000,153.086549,
98,0.808333,153.081391,
99,0.816667,153.052627,
100,0.825000,152.989799,
101,0.833333,152.904544,
102,0.841667,152.827379,
103,0.850000,152.790118,
104,0.858333,152.801039,
105,0.866667,152.834648,
106,0.875000,152.853330,
107,0.883333,152.844615,
108,0.891667,152.832946,
109,0.900000,152.848512,
110,0.908333,152.887182,
111,0.916667,152.910075,
112,0.925000,152.885737,
113,0.933333,152.827309,
114,0.941667,152.783460,
115,0.950000,152.794676,
116,0.958333,152.860991,
117,0.966667,152.948441,
118,0.975000,153.018769,
119,0.983333,153.050236,
120,0.991667,153.037494,
121,1.000000,152.984408,
122,1.008333,152.904337,
123,1.016667,152.823224,
124,1.025000,152.771751,
125,1.033333,152.766898,
126,1.041667,152.800519,
127,1.050000,152.847477,
128,1.058333,152.884497,
129,1.066667,152.900833,
130,1.075000,152.894464,
131,1.083333,152.865579,
132,1.091667,152.819056,
133,1.100000,152.771119,
134,1.108333,152.745833,
135,1.116667,152.758335,
136,1.125000,152.800115,
137,1.133333,152.844227,
138,1.141667,152.869214,
139,1.150000,152.879400,
140,1.158333,152.899519,
141,1.166667,152.945963,
142,1.175000,153.003178,
143,1.183333,153.032133,
144,1.191667,153.005923,
145,1.200000,152.937901,
146,1.208333,152.872943,
147,1.216667,152.848973,
148,1.225000,152.866035,
149,1.233333,152.892629,
150,1.241667,152.901228,
151,1.250000,152.896901,
152,1.258333,152.911430,
153,1.266667,152.968534,
154,1.275000,153.053572,
155,1.283333,153.118913,
156,1.291667,153.123903,
157,1.300000,153.073416,
158,1.308333,153.016586,
159,1.316667,153.004366,
160,1.325000,153.047094,
161,1.333333,153.114128,
162,1.341667,153.170244,
163,1.350000,153.203484,
164,1.358333,153.217897,
165,1.366667,153.214535,
166,1.375000,153.194799,
167,1.383333,153.177792,
168,1.391667,153.193961,
169,1.400000,153.250516,
170,1.408333,153.313218,
171,1.416667,153.337233,
172,1.425000,153.315928,
173,1.433333,153.288011,
174,1.441667,153.293094,
175,1.450000,153.328554,
176,1.458333,153.355562,
177,1.466667,153.341684,
178,1.475000,153.291131,
179,1.483333,153.237007,
180,1.491667,153.211373,
181,1.500000,153.223203,
182,1.508333,153.259739,
183,1.516667,153.303141,
184,1.525000,153.342711,
185,1.533333,153.374556,
186,1.541667,153.398175,
187,1.550000,153.415360,
188,1.558333,153.422846,
189,1.566667,153.398557,
190,1.575000,153.306040,
191,1.583333,153.136190,
192,1.591667,152.946723,
193,1.600000,152.831680,
194,1.608333,152.835283,
195,1.616667,152.900507,
196,1.625000,152.910819,
197,1.633333,152.803045,
198,1.641667,152.642063,
199,1.650000,152.562929,
200,1.658333,152.646796,
201,1.666667,152.859375,
202,1.675000,153.086212,
203,1.683333,153.222664,
204,1.691667,153.244910,
205,1.700000,153.204681,
206,1.708333,153.167876,
207,1.716667,153.163140,
208,1.725000,153.178753,
209,1.733333,153.196383,
210,1.741667,153.219363,
211,1.750000,153.264522,
212,1.758333,153.331004,
213,1.766667,153.386401,
214,1.775000,153.389964,
215,1.783333,153.331728,
216,1.791667,153.248811,
217,1.800000,153.200184,
218,1.808333,153.220545,
219,1.816667,153.294187,
220,1.825000,153.370133,
221,1.833333,153.402909,
222,1.841667,153.384662,
223,1.850000,153.344966,
224,1.858333,153.320962,
225,1.866667,153.323972,
226,1.875000,153.333405,
227,1.883333,153.324680,
228,1.891667,153.300376,
229,1.900000,153.286296,
230,1.908333,153.296080,
231,1.916667,153.310587,
232,1.925000,153.301177,
233,1.933333,153.267635,
234,1.941667,153.240592,
235,1.950000,153.244697,
236,1.958333,153.269908,
237,1.966667,153.285880,
238,1.975000,153.277548,
239,1.983333,153.256942,
240,1.991667,153.242771,
241,2.000000,153.239648,
242,2.008333,153.240521,
243,2.016667,153.240711,
244,2.025000,153.242073,
245,2.033333,153.246958,
246,2.041667,153.255634,
247,2.050000,153.269059,
248,2.058333,153.287072,
249,2.066667,153.301214,
250,2.075000,153.295297,
251,2.083333,153.259965,
252,2.091667,153.206199,
253,2.100000,153.158709,
254,2.108333,153.133913,
255,2.116667,153.128545,
256,2.125000,153.132330,
257,2.133333,153.145915,
258,2.141667,153.177520,
259,2.150000,153.222150,
260,2.158333,153.254385,
261,2.166667,153.249206,
262,2.175000,153.207477,
263,2.183333,153.155841,
264,2.191667,153.122171,
265,2.200000,153.114862,
266,2.208333,153.124467,
267,2.216667,153.138154,
268,2.225000,153.148058,
269,2.233333,153.149094,
270,2.241667,153.135810,
271,2.250000,153.106500,
272,2.258333,153.071214,
273,2.266667,153.051894,
274,2.275000,153.067831,
275,2.283333,153.116406,
276,2.291667,153.169520,
277,2.300000,153.193784,
278,2.308333,153.176609,
279,2.316667,153.131799,
280,2.325000,153.081344,
281,2.333333,153.037849,
282,2.341667,153.006980,
283,2.350000,152.998339,
284,2.358333,153.021291,
285,2.366667,153.067581,
286,2.375000,153.107987,
287,2.383333,153.115263,
288,2.391667,153.088663,
289,2.400000,153.050118,
290,2.408333,153.017857,
291,2.416667,152.991630,
292,2.425000,152.965807,
293,2.433333,152.947023,
294,2.441667,152.947634,
295,2.450000,152.963189,
296,2.458333,152.968856,
297,2.466667,152.946952,
298,2.475000,152.914476,
299,2.483333,152.913347,
300,2.491667,152.967844,
301,2.500000,153.054624,
302,2.508333,153.119849,
303,2.516667,153.126789,
304,2.525000,153.085183,
305,2.533333,153.034442,
306,2.541667,153.001331,
307,2.550000,152.977880,
308,2.558333,152.941383,
309,2.566667,152.891435,
310,2.575000,152.860421,
311,2.583333,152.883655,
312,2.591667,152.959874,
313,2.600000,153.044478,
314,2.608333,153.085087,
315,2.616667,153.066723,
316,2.625000,153.024642,
317,2.633333,153.011724,
318,2.641667,153.047993,
319,2.650000,153.099208,
320,2.658333,153.108737,
321,2.666667,153.055311,
322,2.675000,152.978130,
323,2.683333,152.940237,
324,2.691667,152.967299,
325,2.700000,153.027273,
326,2.708333,153.069650,
327,2.716667,153.075976,
328,2.725000,153.067905,
329,2.733333,153.074706,
330,2.741667,153.104666,
331,2.750000,153.147499,
332,2.758333,153.191267,
333,2.766667,153.227683,
334,2.775000,153.246538,
335,2.783333,153.236893,
336,2.791667,153.199020,
337,2.800000,153.152154,
338,2.808333,153.125149,
339,2.816667,153.135832,
340,2.825000,153.177509,
341,2.833333,153.225238,
342,2.841667,153.256881,
343,2.850000,153.269562,
344,2.858333,153.274680,
345,2.866667,153.276970,
346,2.875000,153.264370,
347,2.883333,153.225248,
348,2.891667,153.173066,
349,2.900000,153.142544,
350,2.908333,153.154730,
351,2.916667,153.192576,
352,2.925000,153.221135,
353,2.933333,153.229688,
354,2.941667,153.241347,
355,2.950000,153.276270,
356,2.958333,153.317848,
357,2.966667,153.329598,
358,2.975000,153.301471,
359,2.983333,153.263202,
360,2.991667,153.247047,
361,3.000000,153.251049,
362,3.008333,153.250878,
363,3.016667,153.239546,
364,3.025000,153.237976,
365,3.033333,153.263718,
366,3.041667,153.304120,
367,3.050000,153.330583,
368,3.058333,153.330721,
369,3.066667,153.314470,
370,3.075000,153.292672,
371,3.083333,153.264222,
372,3.091667,153.228496,
373,3.100000,153.198139,
374,3.108333,153.187816,
375,3.116667,153.194339,
376,3.125000,153.200128,
377,3.133333,153.198266,
378,3.141667,153.203111,
379,3.150000,153.228176,
380,3.158333,153.260364,
381,3.166667,153.269487,
382,3.175000,153.246222,
383,3.183333,153.219826,
384,3.191667,153.227805,
385,3.200000,153.270215,
386,3.208333,153.304279,
387,3.216667,153.287973,
388,3.225000,153.222804,
389,3.233333,153.149264,
390,3.241667,153.105424,
391,3.250000,153.097501,
392,3.258333,153.108637,
393,3.266667,153.125025,
394,3.275000,153.146885,
395,3.283333,153.179483,
396,3.291667,153.221805,
397,3.300000,153.263584,
398,3.308333,153.288454,
399,3.316667,153.282613,
400,3.325000,153.249335,
401,3.333333,153.217164,
402,3.341667,153.224472,
403,3.350000,153.285385,
404,3.358333,153.370214,
405,3.366667,153.425827,
406,3.375000,153.418204,
407,3.383333,153.354309,
408,3.391667,153.265717,
409,3.400000,153.179719,
410,3.408333,153.112618,
411,3.416667,153.084543,
412,3.425000,153.120114,
413,3.433333,153.214748,
414,3.441667,153.301014,
415,3.450000,153.273102,
416,3.458333,153.076843,
417,3.466667,152.784554,
418,3.475000,152.560128,
419,3.483333,152.536216,
420,3.491667,152.717962,
421,3.500000,152.985602,
422,3.508333,153.189536,
423,3.516667,153.261695,
424,3.525000,153.242566,
425,3.533333,153.213514,
426,3.541667,153.218073,
427,3.550000,153.239461,
428,3.558333,153.236053,
429,3.566667,153.191816,
430,3.575000,153.134663,
431,3.583333,153.108672,
432,3.591667,153.129328,
433,3.600000,153.168133,
434,3.608333,153.183727,
435,3.616667,153.165465,
436,3.625000,153.139815,
437,3.633333,153.133593,
438,3.641667,153.139942,
439,3.650000,153.128952,
440,3.658333,153.089110,
441,3.666667,153.047473,
442,3.675000,153.042703,
443,3.683333,153.083352,
444,3.691667,153.140808,
445,3.700000,153.181276,
446,3.708333,153.194562,
447,3.716667,153.189101,
448,3.725000,153.170648,
449,3.733333,153.139078,
450,3.741667,153.105312,
451,3.750000,153.097266,
452,3.758333,153.136117,
453,3.766667,153.205884,
454,3.775000,153.255454,
455,3.783333,153.239231,
456,3.791667,153.158281,
457,3.800000,153.059853,
458,3.808333,152.994848,
459,3.816667,152.976946,
460,3.825000,152.983815,
461,3.833333,152.991985,
462,3.841667,153.001028,
463,3.850000,153.022690,
464,3.858333,153.057445,
465,3.866667,153.091561,
466,3.875000,153.112829,
467,3.883333,153.118680,
468,3.891667,153.110251,
469,3.900000,153.091138,
470,3.908333,153.075534,
471,3.916667,153.084019,
472,3.925000,153.119100,
473,3.933333,153.151447,
474,3.941667,153.145412,
475,3.950000,153.099478,
476,3.958333,153.049166,
477,3.966667,153.025261,
478,3.975000,153.020511,
479,3.983333,153.006708,
480,3.991667,152.975548,
481,4.000000,152.948292,
482,4.008333,152.947262,
483,4.016667,152.972257,
484,4.025000,153.008056,
485,4.033333,153.041644,
486,4.041667,153.063977,
487,4.050000,153.065973,
488,4.058333,153.047488,
489,4.066667,153.027930,
490,4.075000,153.032580,
491,4.083333,153.061297,
492,4.091667,153.079473,
493,4.100000,153.050076,
494,4.108333,152.974592,
495,4.116667,152.897656,
496,4.125000,152.869926,
497,4.133333,152.906553,
498,4.141667,152.978667,
499,4.150000,153.040576,
500,4.158333,153.065556,
501,4.166667,153.060913,
502,4.175000,153.052618,
503,4.183333,153.056053,
504,4.191667,153.062947,
505,4.200000,153.057076,
506,4.208333,153.037233,
507,4.216667,153.017502,
508,4.225000,153.006066,
509,4.233333,152.993783,
510,4.241667,152.970482,
511,4.250000,152.947213,
512,4.258333,152.951457,
513,4.266667,152.996601,
514,4.275000,153.061417,
515,4.283333,153.105010,
516,4.291667,153.102170,
517,4.300000,153.062668,
518,4.308333,153.017456,
519,4.316667,152.990056,
520,4.325000,152.983020,
521,4.333333,152.988226,
522,4.341667,153.002041,
523,4.350000,153.024952,
524,4.358333,153.050729,
525,4.366667,153.067125,
526,4.375000,153.072764,
527,4.383333,153.086181,
528,4.391667,153.126058,
529,4.400000,153.179732,
530,4.408333,153.201368,
531,4.416667,153.153493,
532,4.425000,153.053573,
533,4.433333,152.972653,
534,4.441667,152.977898,
535,4.450000,153.070641,
536,4.458333,153.180629,
537,4.466667,153.223633,
538,4.475000,153.171019,
539,4.483333,153.071842,
540,4.491667,153.010109,
541,4.500000,153.031579,
542,4.508333,153.097382,
543,4.516667,153.102074,
544,4.525000,152.950702,
545,4.533333,152.646442,
546,4.541667,152.311797,
547,4.550000,152.108319,
548,4.558333,152.126961,
549,4.566667,152.343734,
550,4.575000,152.652465,
551,4.583333,152.928088,
552,4.591667,153.072334,
553,4.600000,153.030206,
554,4.608333,152.809575,
555,4.616667,152.509300,
556,4.625000,152.296831,
557,4.633333,152.307570,
558,4.641667,152.538510,
559,4.650000,152.840189,
560,4.658333,153.035746,
