"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,164.176819,
2,0.008333,164.126083,
3,0.016667,164.109772,
4,0.025000,164.124741,
5,0.033333,164.153366,
6,0.041667,164.177734,
7,0.050000,164.188980,
8,0.058333,164.188232,
9,0.066667,164.182846,
10,0.075000,164.182343,
11,0.083333,164.193878,
12,0.091667,164.218018,
13,0.100000,164.247757,
14,0.108333,164.273514,
15,0.116667,164.291061,
16,0.125000,164.303818,
17,0.133333,164.316528,
18,0.141667,164.328232,
19,0.150000,164.334000,
20,0.158333,164.331848,
21,0.166667,164.326401,
22,0.175000,164.324341,
23,0.183333,164.328583,
24,0.191667,164.336365,
25,0.200000,164.343445,
26,0.208333,164.348190,
27,0.216667,164.351471,
28,0.225000,164.354584,
29,0.233333,164.357849,
30,0.241667,164.361740,
31,0.250000,164.366806,
32,0.258333,164.371933,
33,0.266667,164.372452,
34,0.275000,164.361160,
35,0.283333,164.333145,
36,0.291667,164.292221,
37,0.300000,164.252548,
38,0.308333,164.231766,
39,0.316667,164.238907,
40,0.325000,164.265839,
41,0.333333,164.291016,
42,0.341667,164.294296,
43,0.350000,164.271515,
44,0.358333,164.237442,
45,0.366667,164.215012,
46,0.375000,164.220184,
47,0.383333,164.252884,
48,0.391667,164.299088,
49,0.400000,164.340591,
50,0.408333,164.364273,
51,0.416667,164.366272,
52,0.425000,164.351013,
53,0.433333,164.327438,
54,0.441667,164.304535,
55,0.450000,164.288254,
56,0.458333,164.279968,
57,0.466667,164.277527,
58,0.475000,164.277771,
59,0.483333,164.278900,
60,0.491667,164.280869,
61,0.500000,164.284744,
62,0.508333,164.291199,
63,0.516667,164.300201,
64,0.525000,164.311539,
65,0.533333,164.324951,
66,0.541667,164.339539,
67,0.550000,164.353119,
68,0.558333,164.362350,
69,0.566667,164.363998,
70,0.575000,164.356918,
71,0.583333,164.342850,
72,0.591667,164.325806,
73,0.600000,164.310257,
74,0.608333,164.299286,
75,0.616667,164.293625,
76,0.625000,164.291718,
77,0.633333,164.291061,
78,0.641667,164.289948,
79,0.650000,164.289291,
80,0.658333,164.292557,
81,0.666667,164.303467,
82,0.675000,164.323395,
83,0.683333,164.349258,
84,0.691667,164.375031,
85,0.700000,164.395203,
86,0.708333,164.408173,
87,0.716667,164.416718,
88,0.725000,164.425507,
89,0.733333,164.437225,
90,0.741667,164.450226,
91,0.750000,164.459534,
92,0.758333,164.460678,
93,0.766667,164.454025,
94,0.775000,164.445908,
95,0.783333,164.445496,
96,0.791667,164.459061,
97,0.800000,164.485489,
98,0.808333,164.517029,
99,0.816667,164.543777,
100,0.825000,164.559479,
101,0.833333,164.564255,
102,0.841667,164.562500,
103,0.850000,164.559250,
104,0.858333,164.556747,
105,0.866667,164.554260,
106,0.875000,164.549561,
107,0.883333,164.541046,
108,0.891667,164.529083,
109,0.900000,164.515594,
110,0.908333,164.502747,
111,0.916667,164.491226,
112,0.925000,164.479538,
113,0.933333,164.464050,
114,0.941667,164.440491,
115,0.950000,164.405807,
116,0.958333,164.360458,
117,0.966667,164.308899,
118,0.975000,164.258026,
119,0.983333,164.213272,
120,0.991667,164.175644,
121,1.000000,164.142029,
122,1.008333,164.108932,
123,1.016667,164.076538,
124,1.025000,164.048676,
125,1.033333,164.028290,
126,1.041667,164.012848,
127,1.050000,163.994324,
128,1.058333,163.964249,
129,1.066667,163.919434,
130,1.075000,163.863739,
131,1.083333,163.804352,
132,1.091667,163.746933,
133,1.100000,163.693481,
134,1.108333,163.643539,
135,1.116667,163.596817,
136,1.125000,163.553787,
137,1.133333,163.513840,
138,1.141667,163.473404,
139,1.150000,163.426498,
140,1.158333,163.368149,
141,1.166667,163.298080,
142,1.175000,163.221512,
143,1.183333,163.146515,
144,1.191667,163.079376,
145,1.200000,163.020935,
146,1.208333,162.966736,
147,1.216667,162.909668,
148,1.225000,162.844101,
149,1.233333,162.768936,
150,1.241667,162.688782,
151,1.250000,162.612534,
152,1.258333,162.550018,
153,1.266667,162.507645,
154,1.275000,162.485809,
155,1.283333,162.479568,
156,1.291667,162.481857,
157,1.300000,162.487991,
158,1.308333,162.498001,
159,1.316667,162.516434,
160,1.325000,162.549728,
161,1.333333,162.602844,
162,1.341667,162.676392,
163,1.350000,162.766449,
164,1.358333,162.866852,
165,1.366667,162.973190,
166,1.375000,163.084381,
167,1.383333,163.199860,
168,1.391667,163.314209,
169,1.400000,163.414490,
170,1.408333,163.484390,
171,1.416667,163.513260,
172,1.425000,163.503662,
173,1.433333,163.470810,
174,1.441667,163.434631,
175,1.450000,163.409760,
176,1.458333,163.400543,
177,1.466667,163.402390,
178,1.475000,163.407227,
179,1.483333,163.408142,
180,1.491667,163.401276,
181,1.500000,163.386047,
182,1.508333,163.364609,
183,1.516667,163.341049,
184,1.525000,163.319717,
185,1.533333,163.303452,
186,1.541667,163.293045,
187,1.550000,163.287857,
188,1.558333,163.287125,
189,1.566667,163.290131,
190,1.575000,163.295578,
191,1.583333,163.301025,
192,1.591667,163.303543,
193,1.600000,163.301529,
194,1.608333,163.295746,
195,1.616667,163.288681,
196,1.625000,163.282913,
197,1.633333,163.280197,
198,1.641667,163.281906,
199,1.650000,163.289932,
200,1.658333,163.306000,
201,1.666667,163.329605,
202,1.675000,163.356720,
203,1.683333,163.380142,
204,1.691667,163.393188,
205,1.700000,163.393570,
206,1.708333,163.384567,
207,1.716667,163.373505,
208,1.725000,163.367218,
209,1.733333,163.369171,
210,1.741667,163.378860,
211,1.750000,163.393356,
212,1.758333,163.409332,
213,1.766667,163.424011,
214,1.775000,163.435730,
215,1.783333,163.444489,
216,1.791667,163.451660,
217,1.800000,163.459473,
218,1.808333,163.469025,
219,1.816667,163.479507,
220,1.825000,163.489044,
221,1.833333,163.496536,
222,1.841667,163.502563,
223,1.850000,163.508286,
224,1.858333,163.513123,
225,1.866667,163.514740,
226,1.875000,163.511063,
227,1.883333,163.503494,
228,1.891667,163.496826,
229,1.900000,163.496399,
230,1.908333,163.503723,
231,1.916667,163.515182,
232,1.925000,163.524292,
233,1.933333,163.526703,
234,1.941667,163.523270,
235,1.950000,163.519684,
236,1.958333,163.522766,
237,1.966667,163.536407,
238,1.975000,163.559235,
239,1.983333,163.585770,
240,1.991667,163.609818,
241,2.000000,163.627487,
242,2.008333,163.638290,
243,2.016667,163.644150,
244,2.025000,163.647095,
245,2.033333,163.648453,
246,2.041667,163.649094,
247,2.050000,163.650009,
248,2.058333,163.651932,
249,2.066667,163.654739,
250,2.075000,163.656982,
251,2.083333,163.657303,
252,2.091667,163.655792,
253,2.100000,163.654465,
254,2.108333,163.656097,
255,2.116667,163.662262,
256,2.125000,163.672592,
257,2.133333,163.686005,
258,2.141667,163.701782,
259,2.150000,163.719696,
260,2.158333,163.739014,
261,2.166667,163.757675,
262,2.175000,163.772995,
263,2.183333,163.783585,
264,2.191667,163.790665,
265,2.200000,163.797638,
266,2.208333,163.808334,
267,2.216667,163.824478,
268,2.225000,163.844757,
269,2.233333,163.865051,
270,2.241667,163.880264,
271,2.250000,163.886505,
272,2.258333,163.883163,
273,2.266667,163.873245,
274,2.275000,163.862778,
275,2.283333,163.858490,
276,2.291667,163.864929,
277,2.300000,163.882141,
278,2.308333,163.905502,
279,2.316667,163.928329,
280,2.325000,163.945953,
281,2.333333,163.958359,
282,2.341667,163.969498,
283,2.350000,163.983887,
284,2.358333,164.002167,
285,2.366667,164.020432,
286,2.375000,164.032547,
287,2.383333,164.034607,
288,2.391667,164.027390,
289,2.400000,164.015594,
290,2.408333,164.004745,
291,2.416667,163.998077,
292,2.425000,163.995895,
293,2.433333,163.997162,
294,2.441667,164.001251,
295,2.450000,164.008011,
296,2.458333,164.016418,
297,2.466667,164.023651,
298,2.475000,164.026031,
299,2.483333,164.021790,
300,2.491667,164.013214,
301,2.500000,164.005478,
302,2.508333,164.003387,
303,2.516667,164.008408,
304,2.525000,164.018448,
305,2.533333,164.029800,
306,2.541667,164.040131,
307,2.550000,164.049149,
308,2.558333,164.058044,
309,2.566667,164.068237,
310,2.575000,164.080460,
311,2.583333,164.093933,
312,2.591667,164.106522,
313,2.600000,164.115616,
314,2.608333,164.120010,
315,2.616667,164.121628,
316,2.625000,164.124847,
317,2.633333,164.133759,
318,2.641667,164.149002,
319,2.650000,164.167557,
320,2.658333,164.184647,
321,2.666667,164.197510,
322,2.675000,164.206558,
323,2.683333,164.214798,
324,2.691667,164.225464,
325,2.700000,164.240128,
326,2.708333,164.258301,
327,2.716667,164.277481,
328,2.725000,164.293991,
329,2.733333,164.304382,
330,2.741667,164.307510,
331,2.750000,164.305176,
332,2.758333,164.301239,
333,2.766667,164.299225,
334,2.775000,164.300262,
335,2.783333,164.303757,
336,2.791667,164.308746,
337,2.800000,164.315582,
338,2.808333,164.325455,
339,2.816667,164.339294,
340,2.825000,164.356613,
341,2.833333,164.375992,
342,2.841667,164.395706,
343,2.850000,164.414764,
344,2.858333,164.432861,
345,2.866667,164.449966,
346,2.875000,164.465790,
347,2.883333,164.479492,
348,2.891667,164.490067,
349,2.900000,164.496857,
350,2.908333,164.500259,
351,2.916667,164.501480,
352,2.925000,164.501709,
353,2.933333,164.501740,
354,2.941667,164.501923,
355,2.950000,164.503021,
356,2.958333,164.506134,
357,2.966667,164.512009,
358,2.975000,164.520004,
359,2.983333,164.527985,
360,2.991667,164.533569,
361,3.000000,164.535904,
362,3.008333,164.536407,
363,3.016667,164.537659,
364,3.025000,164.542252,
365,3.033333,164.551270,
366,3.041667,164.564270,
367,3.050000,164.579590,
368,3.058333,164.594620,
369,3.066667,164.606659,
370,3.075000,164.614075,
371,3.083333,164.617157,
372,3.091667,164.618332,
373,3.100000,164.620636,
374,3.108333,164.625412,
375,3.116667,164.631271,
376,3.125000,164.635406,
377,3.133333,164.635864,
378,3.141667,164.633652,
379,3.150000,164.631882,
380,3.158333,164.633545,
381,3.166667,164.639221,
382,3.175000,164.646957,
383,3.183333,164.653778,
384,3.191667,164.657852,
385,3.200000,164.659195,
386,3.208333,164.658936,
387,3.216667,164.658127,
388,3.225000,164.657013,
389,3.233333,164.655228,
390,3.241667,164.652191,
391,3.250000,164.647537,
392,3.258333,164.641525,
393,3.266667,164.634903,
394,3.275000,164.629288,
395,3.283333,164.626831,
396,3.291667,164.629807,
397,3.300000,164.639114,
398,3.308333,164.652817,
399,3.316667,164.665665,
400,3.325000,164.671005,
401,3.333333,164.664474,
402,3.341667,164.647430,
403,3.350000,164.627380,
404,3.358333,164.613953,
405,3.366667,164.613571,
406,3.375000,164.626160,
407,3.383333,164.646744,
408,3.391667,164.669525,
409,3.400000,164.691086,
410,3.408333,164.709595,
411,3.416667,164.722656,
412,3.425000,164.727249,
413,3.433333,164.722733,
414,3.441667,164.714020,
415,3.450000,164.710922,
416,3.458333,164.722733,
417,3.466667,164.751694,
418,3.475000,164.790817,
419,3.483333,164.827316,
420,3.491667,164.849686,
421,3.500000,164.853470,
422,3.508333,164.842941,
423,3.516667,164.827393,
424,3.525000,164.814667,
425,3.533333,164.805450,
426,3.541667,164.792343,
427,3.550000,164.765259,
428,3.558333,164.719376,
429,3.566667,164.659622,
430,3.575000,164.598022,
431,3.583333,164.545074,
432,3.591667,164.502213,
433,3.600000,164.461670,
434,3.608333,164.414078,
435,3.616667,164.356400,
436,3.625000,164.293304,
437,3.633333,164.232315,
438,3.641667,164.177902,
439,3.650000,164.129990,
440,3.658333,164.086624,
441,3.666667,164.046646,
442,3.675000,164.010620,
443,3.683333,163.979019,
444,3.691667,163.950165,
445,3.700000,163.920929,
446,3.708333,163.889587,
447,3.716667,163.858780,
448,3.725000,163.835205,
449,3.733333,163.825211,
450,3.741667,163.829453,
451,3.750000,163.841080,
452,3.758333,163.849899,
453,3.766667,163.849319,
454,3.775000,163.840622,
455,3.783333,163.831253,
456,3.791667,163.828995,
457,3.800000,163.837921,
458,3.808333,163.858170,
459,3.816667,163.887894,
460,3.825000,163.923813,
461,3.833333,163.960556,
462,3.841667,163.991455,
463,3.850000,164.011703,
464,3.858333,164.022034,
465,3.866667,164.028137,
466,3.875000,164.035446,
467,3.883333,164.043427,
468,3.891667,164.044220,
469,3.900000,164.029160,
470,3.908333,163.995728,
471,3.916667,163.950638,
472,3.925000,163.905502,
473,3.933333,163.869370,
474,3.941667,163.844650,
475,3.950000,163.828415,
476,3.958333,163.816833,
477,3.966667,163.807297,
478,3.975000,163.797363,
479,3.983333,163.783081,
480,3.991667,163.760818,
481,4.000000,163.731033,
482,4.008333,163.699677,
483,4.016667,163.674454,
484,4.025000,163.658325,
485,4.033333,163.646225,
486,4.041667,163.629135,
487,4.050000,163.601349,
488,4.058333,163.565002,
489,4.066667,163.528076,
490,4.075000,163.497452,
491,4.083333,163.474579,
492,4.091667,163.455612,
493,4.100000,163.436508,
494,4.108333,163.417267,
495,4.116667,163.402420,
496,4.125000,163.397064,
