"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,145.689692,
2,0.008333,145.773313,
3,0.016667,145.775108,
4,0.025000,145.711035,
5,0.033333,145.662805,
6,0.041667,145.705579,
7,0.050000,145.830791,
8,0.058333,145.945679,
9,0.066667,145.951235,
10,0.075000,145.821010,
11,0.083333,145.618874,
12,0.091667,145.449289,
13,0.100000,145.379314,
14,0.108333,145.400047,
15,0.116667,145.455865,
16,0.125000,145.497636,
17,0.133333,145.507439,
18,0.141667,145.490601,
19,0.150000,145.463817,
20,0.158333,145.454333,
21,0.166667,145.494773,
22,0.175000,145.598419,
23,0.183333,145.734374,
24,0.191667,145.838662,
25,0.200000,145.859237,
26,0.208333,145.793451,
27,0.216667,145.689086,
28,0.225000,145.611722,
29,0.233333,145.604737,
30,0.241667,145.674199,
31,0.250000,145.801761,
32,0.258333,145.959825,
33,0.266667,146.114188,
34,0.275000,146.224604,
35,0.283333,146.254986,
36,0.291667,146.188536,
37,0.300000,146.036465,
38,0.308333,145.835205,
39,0.316667,145.632245,
40,0.325000,145.465933,
41,0.333333,145.352153,
42,0.341667,145.288526,
43,0.350000,145.270629,
44,0.358333,145.301574,
45,0.366667,145.382047,
46,0.375000,145.490253,
47,0.383333,145.577674,
48,0.391667,145.592674,
49,0.400000,145.514098,
50,0.408333,145.369840,
51,0.416667,145.226918,
52,0.425000,145.152586,
53,0.433333,145.170562,
54,0.441667,145.248712,
55,0.450000,145.325241,
56,0.458333,145.346576,
57,0.466667,145.292597,
58,0.475000,145.185623,
59,0.483333,145.084026,
60,0.491667,145.053619,
61,0.500000,145.121645,
62,0.508333,145.248184,
63,0.516667,145.347456,
64,0.525000,145.343192,
65,0.533333,145.214580,
66,0.541667,145.013174,
67,0.550000,144.845116,
68,0.558333,144.811645,
69,0.566667,144.936587,
70,0.575000,145.143893,
71,0.583333,145.311751,
72,0.591667,145.352877,
73,0.600000,145.256391,
74,0.608333,145.084971,
75,0.616667,144.938193,
76,0.625000,144.883707,
77,0.633333,144.907033,
78,0.641667,144.938410,
79,0.650000,144.927199,
80,0.658333,144.886741,
81,0.666667,144.873326,
82,0.675000,144.919919,
83,0.683333,144.990520,
84,0.691667,145.010381,
85,0.700000,144.940966,
86,0.708333,144.834843,
87,0.716667,144.800910,
88,0.725000,144.816938,
89,0.733333,144.766397,
90,0.741667,144.561685,
91,0.750000,143.741476,
92,0.758333,143.712286,
93,0.766667,145.983401,
94,0.775000,141.689448,
95,0.783333,134.613041,
96,0.791667,139.602747,
97,0.800000,117.400979,
98,0.808333,67.151629,
99,0.816667,41.542676,
100,0.825000,27.985089,
101,0.833333,65.026749,
102,0.841667,39.914581,
103,0.850000,42.129810,
104,0.858333,61.019317,
105,0.866667,108.618913,
106,0.875000,144.457676,
107,0.883333,134.292244,
108,0.891667,136.011398,
109,0.900000,144.263940,
110,0.908333,143.954762,
111,0.916667,143.650800,
112,0.925000,144.698420,
113,0.933333,144.871916,
114,0.941667,144.699828,
115,0.950000,144.610231,
116,0.958333,144.590592,
117,0.966667,144.649453,
118,0.975000,144.750501,
119,0.983333,144.826319,
120,0.991667,144.833740,
121,1.000000,144.774259,
122,1.008333,144.684193,
123,1.016667,144.610169,
124,1.025000,144.582493,
125,1.033333,144.602965,
126,1.041667,144.657623,
127,1.050000,144.738366,
128,1.058333,144.847910,
129,1.066667,144.982600,
130,1.075000,145.114741,
131,1.083333,145.199494,
132,1.091667,145.203295,
133,1.100000,145.127570,
134,1.108333,145.009026,
135,1.116667,144.896687,
136,1.125000,144.822888,
137,1.133333,144.792210,
138,1.141667,144.792916,
139,1.150000,144.811996,
140,1.158333,144.838648,
141,1.166667,144.860698,
142,1.175000,144.865964,
143,1.183333,144.850818,
144,1.191667,144.826975,
145,1.200000,144.817282,
146,1.208333,144.840239,
147,1.216667,144.893633,
148,1.225000,144.951784,
149,1.233333,144.982436,
150,1.241667,144.972843,
151,1.250000,144.944753,
152,1.258333,144.942288,
153,1.266667,144.995017,
154,1.275000,145.086901,
155,1.283333,145.166393,
156,1.291667,145.190483,
157,1.300000,145.158603,
158,1.308333,145.106307,
159,1.316667,145.064691,
160,1.325000,145.024638,
161,1.333333,144.947306,
162,1.341667,144.813211,
163,1.350000,144.660703,
164,1.358333,144.571725,
165,1.366667,144.604576,
166,1.375000,144.735653,
167,1.383333,144.877102,
168,1.391667,144.950433,
169,1.400000,144.940509,
170,1.408333,144.894255,
171,1.416667,144.875678,
172,1.425000,144.911264,
173,1.433333,144.972647,
174,1.441667,145.009831,
175,1.450000,144.996458,
176,1.458333,144.947724,
177,1.466667,144.903370,
178,1.475000,144.892767,
