"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,147.322320,
2,0.008333,147.340916,
3,0.016667,147.369657,
4,0.025000,147.401561,
5,0.033333,147.427740,
6,0.041667,147.443947,
7,0.050000,147.452023,
8,0.058333,147.455483,
9,0.066667,147.454881,
10,0.075000,147.447856,
11,0.083333,147.432824,
12,0.091667,147.411599,
13,0.100000,147.388321,
14,0.108333,147.366418,
15,0.116667,147.346990,
16,0.125000,147.330079,
17,0.133333,147.316807,
18,0.141667,147.309233,
19,0.150000,147.307854,
20,0.158333,147.309848,
21,0.166667,147.310198,
22,0.175000,147.304555,
23,0.183333,147.291155,
24,0.191667,147.270744,
25,0.200000,147.245602,
26,0.208333,147.218738,
27,0.216667,147.193333,
28,0.225000,147.172485,
29,0.233333,147.159280,
30,0.241667,147.156335,
31,0.250000,147.163981,
32,0.258333,147.178470,
33,0.266667,147.192994,
34,0.275000,147.201819,
35,0.283333,147.203753,
36,0.291667,147.201405,
37,0.300000,147.197565,
38,0.308333,147.193294,
39,0.316667,147.189387,
40,0.325000,147.188026,
41,0.333333,147.191470,
42,0.341667,147.199190,
43,0.350000,147.207311,
44,0.358333,147.211448,
45,0.366667,147.210024,
46,0.375000,147.204869,
47,0.383333,147.199012,
48,0.391667,147.194117,
49,0.400000,147.189862,
50,0.408333,147.185574,
51,0.416667,147.182294,
52,0.425000,147.182745,
53,0.433333,147.188572,
54,0.441667,147.197495,
55,0.450000,147.203818,
56,0.458333,147.202399,
57,0.466667,147.192145,
58,0.475000,147.175720,
59,0.483333,147.156663,
60,0.491667,147.137568,
61,0.500000,147.120405,
62,0.508333,147.107007,
63,0.516667,147.098543,
64,0.525000,147.095216,
65,0.533333,147.096978,
66,0.541667,147.103770,
67,0.550000,147.114243,
68,0.558333,147.124805,
69,0.566667,147.131007,
70,0.575000,147.129994,
71,0.583333,147.121429,
72,0.591667,147.107029,
73,0.600000,147.090564,
74,0.608333,147.077752,
75,0.616667,147.073724,
76,0.625000,147.079020,
77,0.633333,147.088913,
78,0.641667,147.097924,
79,0.650000,147.104459,
80,0.658333,147.109923,
81,0.666667,147.114204,
82,0.675000,147.114419,
83,0.683333,147.108703,
84,0.691667,147.099295,
85,0.700000,147.090170,
86,0.708333,147.082399,
87,0.716667,147.073668,
88,0.725000,147.062635,
89,0.733333,147.052382,
90,0.741667,147.048490,
91,0.750000,147.053880,
92,0.758333,147.065818,
93,0.766667,147.077517,
94,0.775000,147.082397,
95,0.783333,147.077879,
96,0.791667,147.066694,
97,0.800000,147.054881,
98,0.808333,147.047293,
99,0.816667,147.043799,
100,0.825000,147.039849,
101,0.833333,147.031438,
102,0.841667,147.019723,
103,0.850000,147.010419,
104,0.858333,147.008616,
105,0.866667,147.014534,
106,0.875000,147.024221,
107,0.883333,147.033353,
108,0.891667,147.039452,
109,0.900000,147.040924,
110,0.908333,147.035883,
111,0.916667,147.023679,
112,0.925000,147.007616,
113,0.933333,146.994665,
114,0.941667,146.990934,
115,0.950000,146.996750,
116,0.958333,147.006340,
117,0.966667,147.012688,
118,0.975000,147.013207,
119,0.983333,147.011305,
120,0.991667,147.012787,
121,1.000000,147.020496,
122,1.008333,147.031807,
123,1.016667,147.040906,
124,1.025000,147.043712,
125,1.033333,147.041184,
126,1.041667,147.038173,
127,1.050000,147.038970,
128,1.058333,147.043772,
129,1.066667,147.049132,
130,1.075000,147.051388,
131,1.083333,147.049467,
132,1.091667,147.044880,
133,1.100000,147.039807,
134,1.108333,147.035399,
135,1.116667,147.031475,
136,1.125000,147.027229,
137,1.133333,147.022092,
138,1.141667,147.016147,
139,1.150000,147.010005,
140,1.158333,147.004509,
141,1.166667,147.000683,
142,1.175000,146.999820,
143,1.183333,147.003007,
144,1.191667,147.009881,
145,1.200000,147.017737,
146,1.208333,147.022529,
147,1.216667,147.021737,
148,1.225000,147.016801,
149,1.233333,147.012290,
150,1.241667,147.011639,
151,1.250000,147.013204,
152,1.258333,147.011238,
153,1.266667,147.001810,
154,1.275000,146.987983,
155,1.283333,146.978280,
156,1.291667,146.979033,
157,1.300000,146.987898,
158,1.308333,146.995353,
159,1.316667,146.993310,
160,1.325000,146.982920,
161,1.333333,146.974014,
162,1.341667,146.976187,
163,1.350000,146.989396,
164,1.358333,147.003096,
165,1.366667,147.005564,
166,1.375000,146.994948,
167,1.383333,146.980886,
168,1.391667,146.974349,
169,1.400000,146.975730,
170,1.408333,146.973991,
171,1.416667,146.958459,
172,1.425000,146.931180,
173,1.433333,146.906759,
174,1.441667,146.899778,
175,1.450000,146.912604,
176,1.458333,146.934959,
177,1.466667,146.954002,
178,1.475000,146.964075,
179,1.483333,146.967799,
180,1.491667,146.969899,
181,1.500000,146.971429,
182,1.508333,146.969806,
183,1.516667,146.963318,
184,1.525000,146.954589,
185,1.533333,146.949125,
186,1.541667,146.950171,
187,1.550000,146.954997,
188,1.558333,146.956770,
189,1.566667,146.950767,
190,1.575000,146.938928,
191,1.583333,146.928082,
192,1.591667,146.923491,
193,1.600000,146.924055,
194,1.608333,146.923743,
195,1.616667,146.917775,
196,1.625000,146.907631,
197,1.633333,146.900267,
198,1.641667,146.902061,
199,1.650000,146.912874,
200,1.658333,146.925751,
201,1.666667,146.932699,
202,1.675000,146.931037,
203,1.683333,146.924411,
204,1.691667,146.918336,
205,1.700000,146.915656,
206,1.708333,146.916279,
207,1.716667,146.919631,
208,1.725000,146.925561,
209,1.733333,146.932838,
