"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,171.056107,
2,0.008333,171.451857,
3,0.016667,171.840719,
4,0.025000,172.160579,
5,0.033333,172.342877,
6,0.041667,172.325295,
7,0.050000,172.091782,
8,0.058333,171.709335,
9,0.066667,171.305116,
10,0.075000,170.972083,
11,0.083333,170.703246,
12,0.091667,170.442327,
13,0.100000,170.189181,
14,0.108333,170.027884,
15,0.116667,170.037939,
16,0.125000,170.193452,
17,0.133333,170.375252,
18,0.141667,170.481937,
19,0.150000,170.517277,
20,0.158333,170.583205,
21,0.166667,170.809499,
22,0.175000,171.275820,
23,0.183333,171.949370,
24,0.191667,172.655254,
25,0.200000,173.128789,
26,0.208333,173.141190,
27,0.216667,172.574377,
28,0.225000,171.500723,
29,0.233333,170.294965,
30,0.241667,169.469678,
31,0.250000,169.327374,
32,0.258333,169.791264,
33,0.266667,170.517093,
34,0.275000,171.144618,
35,0.283333,171.473673,
36,0.291667,171.469852,
37,0.300000,171.192345,
38,0.308333,170.763838,
39,0.316667,170.377841,
40,0.325000,170.247619,
41,0.333333,170.461102,
42,0.341667,170.860960,
43,0.350000,171.111337,
44,0.358333,170.933182,
45,0.366667,170.314763,
46,0.375000,169.558732,
47,0.383333,169.099354,
48,0.391667,169.191700,
49,0.400000,169.753439,
50,0.408333,170.483202,
51,0.416667,171.110602,
52,0.425000,171.544878,
53,0.433333,171.835667,
54,0.441667,172.050384,
55,0.450000,172.206337,
56,0.458333,172.297777,
57,0.466667,172.350197,
58,0.475000,172.416927,
59,0.483333,172.512629,
60,0.491667,172.564751,
61,0.500000,172.455049,
62,0.508333,172.125384,
63,0.516667,171.662250,
64,0.525000,171.281426,
65,0.533333,171.192168,
66,0.541667,171.443109,
67,0.550000,171.887801,
68,0.558333,172.294280,
69,0.566667,172.494545,
70,0.575000,172.457507,
71,0.583333,172.271787,
72,0.591667,172.081964,
73,0.600000,172.005086,
74,0.608333,172.069358,
75,0.616667,172.217637,
76,0.625000,172.365762,
77,0.633333,172.462622,
78,0.641667,172.507618,
79,0.650000,172.522681,
80,0.658333,172.511552,
81,0.666667,172.446205,
82,0.675000,172.293580,
83,0.683333,172.059930,
