"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,162.824479,
2,0.008333,162.830451,
3,0.016667,162.828197,
4,0.025000,162.818338,
5,0.033333,162.807218,
6,0.041667,162.802436,
7,0.050000,162.806476,
8,0.058333,162.814091,
9,0.066667,162.816598,
10,0.075000,162.810164,
11,0.083333,162.800262,
12,0.091667,162.796921,
13,0.100000,162.804823,
14,0.108333,162.818444,
15,0.116667,162.827134,
16,0.125000,162.824557,
17,0.133333,162.813068,
18,0.141667,162.799714,
19,0.150000,162.789455,
20,0.158333,162.782437,
21,0.166667,162.775484,
22,0.175000,162.764158,
23,0.183333,162.744765,
24,0.191667,162.717332,
25,0.200000,162.687480,
26,0.208333,162.663617,
27,0.216667,162.650328,
28,0.225000,162.644223,
29,0.233333,162.636985,
30,0.241667,162.622500,
31,0.250000,162.600553,
32,0.258333,162.574134,
33,0.266667,162.544997,
34,0.275000,162.513289,
35,0.283333,162.480943,
36,0.291667,162.453286,
37,0.300000,162.435669,
38,0.308333,162.428483,
39,0.316667,162.426223,
40,0.325000,162.422035,
41,0.333333,162.413547,
42,0.341667,162.404681,
43,0.350000,162.401910,
44,0.358333,162.408359,
45,0.366667,162.420906,
46,0.375000,162.432726,
47,0.383333,162.438755,
48,0.391667,162.438760,
49,0.400000,162.435285,
50,0.408333,162.429400,
51,0.416667,162.419654,
52,0.425000,162.405416,
53,0.433333,162.389717,
54,0.441667,162.376853,
55,0.450000,162.367073,
56,0.458333,162.355404,
57,0.466667,162.337171,
58,0.475000,162.314095,
59,0.483333,162.293326,
60,0.491667,162.280051,
61,0.500000,162.272188,
62,0.508333,162.263336,
63,0.516667,162.250314,
64,0.525000,162.236599,
65,0.533333,162.228358,
66,0.541667,162.228432,
67,0.550000,162.235013,
68,0.558333,162.245248,
69,0.566667,162.258395,
70,0.575000,162.275034,
71,0.583333,162.294483,
72,0.591667,162.314284,
73,0.600000,162.332330,
74,0.608333,162.348887,
75,0.616667,162.366076,
76,0.625000,162.385038,
77,0.633333,162.403230,
78,0.641667,162.414911,
79,0.650000,162.415739,
80,0.658333,162.408165,
81,0.666667,162.401710,
82,0.675000,162.405910,
83,0.683333,162.421738,
84,0.691667,162.440599,
85,0.700000,162.452887,
86,0.708333,162.457561,
87,0.716667,162.462622,
88,0.725000,162.476254,
89,0.733333,162.498377,
90,0.741667,162.521204,
91,0.750000,162.537218,
92,0.758333,162.545900,
93,0.766667,162.553351,
94,0.775000,162.566514,
95,0.783333,162.587603,
96,0.791667,162.612608,
97,0.800000,162.633996,
98,0.808333,162.645234,
99,0.816667,162.644218,
100,0.825000,162.633953,
101,0.833333,162.620660,
102,0.841667,162.610756,
103,0.850000,162.608123,
104,0.858333,162.612449,
105,0.866667,162.619422,
106,0.875000,162.623432,
107,0.883333,162.621569,
108,0.891667,162.615700,
109,0.900000,162.610360,
110,0.908333,162.608257,
111,0.916667,162.608000,
112,0.925000,162.606472,
113,0.933333,162.603228,
114,0.941667,162.602049,
115,0.950000,162.607943,
116,0.958333,162.622639,
117,0.966667,162.642953,
118,0.975000,162.663583,
119,0.983333,162.681844,
120,0.991667,162.699994,
121,1.000000,162.722599,
122,1.008333,162.751037,
123,1.016667,162.780538,
124,1.025000,162.803230,
125,1.033333,162.814746,
126,1.041667,162.818127,
127,1.050000,162.821270,
128,1.058333,162.830535,
129,1.066667,162.846687,
130,1.075000,162.866402,
131,1.083333,162.886622,
132,1.091667,162.906765,
133,1.100000,162.927109,
134,1.108333,162.946292,
135,1.116667,162.961327,
136,1.125000,162.970224,
137,1.133333,162.974297,
138,1.141667,162.977477,
139,1.150000,162.983112,
140,1.158333,162.991427,
141,1.166667,162.999971,
142,1.175000,163.006180,
143,1.183333,163.009429,
144,1.191667,163.010977,
145,1.200000,163.012369,
146,1.208333,163.013974,
147,1.216667,163.015150,
148,1.225000,163.015967,
149,1.233333,163.018279,
150,1.241667,163.023805,
151,1.250000,163.030640,
152,1.258333,163.033426,
153,1.266667,163.029909,
154,1.275000,163.028928,
155,1.283333,163.051205,
156,1.291667,163.120645,
157,1.300000,163.253373,
158,1.308333,163.452866,
159,1.316667,163.711661,
160,1.325000,164.014087,
161,1.333333,164.337639,
162,1.341667,164.656587,
163,1.350000,164.949963,
164,1.358333,165.208516,
165,1.366667,165.433328,
166,1.375000,165.627490,
167,1.383333,165.790100,
168,1.391667,165.918628,
169,1.400000,166.016251,
170,1.408333,166.095370,
