"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,166.297943,
2,0.008333,165.902313,
3,0.016667,165.781693,
4,0.025000,165.918793,
5,0.033333,166.299545,
6,0.041667,166.909882,
7,0.050000,167.605972,
8,0.058333,168.116119,
9,0.066667,168.262985,
10,0.075000,167.973419,
11,0.083333,167.064407,
12,0.091667,165.593033,
13,0.100000,164.289047,
14,0.108333,164.000824,
15,0.116667,164.884705,
16,0.125000,166.265305,
17,0.133333,167.270187,
18,0.141667,167.555115,
19,0.150000,167.170547,
20,0.158333,166.234070,
21,0.166667,165.116318,
22,0.175000,164.336472,
23,0.183333,164.155060,
24,0.191667,164.467148,
25,0.200000,164.997940,
26,0.208333,165.509491,
27,0.216667,165.867371,
28,0.225000,166.014343,
29,0.233333,165.943466,
30,0.241667,165.694885,
31,0.250000,165.341476,
32,0.258333,164.931290,
33,0.266667,164.429535,
34,0.275000,163.756973,
35,0.283333,162.933044,
36,0.291667,162.181580,
37,0.300000,161.828949,
38,0.308333,162.028625,
39,0.316667,162.597656,
40,0.325000,163.164520,
41,0.333333,163.478897,
42,0.341667,163.584488,
43,0.350000,163.747665,
44,0.358333,164.220886,
45,0.366667,165.015106,
46,0.375000,165.891800,
47,0.383333,166.586227,
48,0.391667,167.008392,
49,0.400000,167.226120,
50,0.408333,167.339462,
51,0.416667,167.393784,
52,0.425000,167.355377,
53,0.433333,167.139572,
54,0.441667,166.677185,
55,0.450000,166.044296,
56,0.458333,165.530991,
57,0.466667,165.416718,
58,0.475000,165.655304,
59,0.483333,165.897156,
60,0.491667,165.795059,
61,0.500000,165.202667,
62,0.508333,164.273514,
63,0.516667,163.476578,
64,0.525000,163.264877,
65,0.533333,163.680267,
66,0.541667,164.349579,
67,0.550000,164.814926,
68,0.558333,164.810669,
69,0.566667,164.293564,
70,0.575000,163.414719,
71,0.583333,162.525833,
72,0.591667,162.081787,
73,0.600000,162.419632,
74,0.608333,163.538239,
75,0.616667,165.025620,
76,0.625000,166.280594,
77,0.633333,166.954483,
78,0.641667,167.087997,
79,0.650000,166.789902,
80,0.658333,166.133698,
81,0.666667,165.341385,
82,0.675000,164.727142,
83,0.683333,164.467468,
84,0.691667,164.537659,
85,0.700000,164.810516,
86,0.708333,165.156906,
87,0.716667,165.478867,
88,0.725000,165.702759,
89,0.733333,165.767624,
90,0.741667,165.613983,
91,0.750000,165.175735,
92,0.758333,164.404785,
93,0.766667,163.357559,
94,0.775000,162.293503,
95,0.783333,161.630615,
96,0.791667,161.693817,
97,0.800000,162.444885,
98,0.808333,163.476791,
99,0.816667,164.330917,
100,0.825000,164.829910,
101,0.833333,165.119247,
102,0.841667,165.467926,
103,0.850000,165.995834,
104,0.858333,166.543976,
105,0.866667,166.858490,
106,0.875000,166.798782,
107,0.883333,166.264236,
108,0.891667,165.185333,
109,0.900000,163.726822,
110,0.908333,162.283493,
111,0.916667,161.258514,
112,0.925000,160.912918,
113,0.933333,161.299240,
114,0.941667,162.207916,
115,0.950000,163.192978,
116,0.958333,163.765854,
117,0.966667,163.627213,
118,0.975000,162.778122,
119,0.983333,161.620636,
120,0.991667,160.891403,
121,1.000000,161.177048,
122,1.008333,162.403107,
123,1.016667,163.845139,
124,1.025000,164.722305,
125,1.033333,164.715149,
126,1.041667,163.927551,
127,1.050000,162.835297,
128,1.058333,162.153488,
129,1.066667,162.328873,
130,1.075000,163.225647,
131,1.083333,164.326050,
132,1.091667,165.159149,
133,1.100000,165.530319,
134,1.108333,165.441284,
135,1.116667,164.961365,
136,1.125000,164.236008,
137,1.133333,163.521820,
138,1.141667,163.078278,
139,1.150000,162.966721,
140,1.158333,162.990906,
141,1.166667,162.880936,
142,1.175000,162.554001,
143,1.183333,162.222809,
144,1.191667,162.235458,
145,1.200000,162.741333,
146,1.208333,163.517990,
147,1.216667,164.158783,
148,1.225000,164.378372,
149,1.233333,164.101257,
150,1.241667,163.374786,
151,1.250000,162.312027,
152,1.258333,161.135910,
153,1.266667,160.264069,
154,1.275000,160.250763,
155,1.283333,161.460449,
156,1.291667,163.640594,
157,1.300000,165.838425,
158,1.308333,167.120590,
159,1.316667,167.451385,
160,1.325000,167.107956,
161,1.333333,166.006287,
162,1.341667,164.475174,
163,1.350000,163.419464,
164,1.358333,163.356125,
165,1.366667,163.944687,
166,1.375000,164.414932,
167,1.383333,164.241592,
168,1.391667,163.449432,
169,1.400000,162.674744,
170,1.408333,162.802872,
171,1.416667,164.099747,
172,1.425000,165.788712,
173,1.433333,166.832565,
174,1.441667,166.959686,
175,1.450000,166.153854,
176,1.458333,164.393036,
177,1.466667,162.483170,
178,1.475000,161.561859,
179,1.483333,162.037888,
180,1.491667,163.411652,
181,1.500000,164.804413,
182,1.508333,165.631638,
183,1.516667,165.825424,
184,1.525000,165.592010,
185,1.533333,165.222214,
186,1.541667,164.965164,
187,1.550000,164.850021,
188,1.558333,164.664886,
189,1.566667,164.144897,
190,1.575000,163.217209,
191,1.583333,162.196960,
192,1.591667,161.705353,
193,1.600000,162.192810,
194,1.608333,163.483246,
195,1.616667,164.847122,
196,1.625000,165.616608,
197,1.633333,165.591522,
198,1.641667,164.824661,
199,1.650000,163.581619,
200,1.658333,162.449234,
201,1.666667,162.010559,
202,1.675000,162.458801,
203,1.683333,163.527924,
204,1.691667,164.681366,
205,1.700000,165.426376,
206,1.708333,165.517395,
207,1.716667,164.857590,
208,1.725000,163.515884,
209,1.733333,162.055191,
210,1.741667,161.382431,
211,1.750000,162.004440,
212,1.758333,163.507874,
213,1.766667,164.842545,
214,1.775000,165.201309,
215,1.783333,164.307663,
216,1.791667,162.336273,
217,1.800000,160.382004,
218,1.808333,159.867279,
219,1.816667,161.176880,
220,1.825000,163.261627,
221,1.833333,164.661011,
222,1.841667,164.778122,
223,1.850000,163.836487,
224,1.858333,162.678955,
225,1.866667,162.423325,
226,1.875000,163.335602,
227,1.883333,164.533478,
228,1.891667,165.009598,
229,1.900000,164.380585,
230,1.908333,162.775909,
231,1.916667,161.044983,
232,1.925000,160.291473,
233,1.933333,160.801804,
234,1.941667,161.859055,
235,1.950000,162.503723,
236,1.958333,162.273804,
237,1.966667,161.342422,
238,1.975000,160.351868,
239,1.983333,159.976715,
240,1.991667,160.425980,
241,2.000000,161.404785,
242,2.008333,162.490494,
243,2.016667,163.456360,
244,2.025000,164.266098,
245,2.033333,164.891479,
246,2.041667,165.238022,
247,2.050000,165.226913,
248,2.058333,164.895752,
249,2.066667,164.472260,
250,2.075000,164.294830,
251,2.083333,164.495667,
252,2.091667,164.818604,
253,2.100000,164.834244,
254,2.108333,164.224670,
255,2.116667,162.950500,
256,2.125000,161.465424,
257,2.133333,160.590942,
258,2.141667,160.925552,
259,2.150000,162.374985,
260,2.158333,164.175659,
261,2.166667,165.448090,
262,2.175000,165.840012,
263,2.183333,165.358444,
264,2.191667,163.911438,
265,2.200000,161.756134,
266,2.208333,159.802948,
267,2.216667,158.919006,
268,2.225000,159.255249,
269,2.233333,160.251663,
270,2.241667,161.163132,
271,2.250000,161.599762,
272,2.258333,161.653427,
273,2.266667,161.660477,
274,2.275000,161.840591,
275,2.283333,162.090149,
276,2.291667,162.135284,
277,2.300000,161.866074,
278,2.308333,161.523956,
279,2.316667,161.564819,
280,2.325000,162.220779,
281,2.333333,163.176849,
282,2.341667,163.793594,
283,2.350000,163.586334,
284,2.358333,162.372910,
285,2.366667,160.446640,
286,2.375000,158.752548,
287,2.383333,158.302826,
288,2.391667,159.345978,
289,2.400000,161.149536,
290,2.408333,162.587280,
291,2.416667,162.992249,
292,2.425000,162.390472,
293,2.433333,161.375732,
294,2.441667,160.891571,
295,2.450000,161.497864,
296,2.458333,162.820908,
297,2.466667,163.947113,
298,2.475000,164.284698,
299,2.483333,163.796494,
300,2.491667,162.836517,
301,2.500000,162.044968,
302,2.508333,161.887894,
303,2.516667,162.305695,
304,2.525000,162.933838,
305,2.533333,163.506821,
306,2.541667,163.971909,
307,2.550000,164.331360,
308,2.558333,164.512909,
309,2.566667,164.423248,
310,2.575000,164.094055,
311,2.583333,163.782013,
312,2.591667,163.824631,
313,2.600000,164.251892,
314,2.608333,164.671127,
315,2.616667,164.633209,
316,2.625000,163.939743,
317,2.633333,162.815613,
318,2.641667,161.948837,
319,2.650000,161.865677,
320,2.658333,162.303162,
321,2.666667,162.466187,
322,2.675000,161.737976,
323,2.683333,160.130096,
324,2.691667,158.469940,
325,2.700000,157.930878,
326,2.708333,159.057587,
327,2.716667,161.314377,
328,2.725000,163.557251,
329,2.733333,165.001144,
330,2.741667,165.652084,
