"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,159.893286,
2,0.008333,160.087212,
3,0.016667,160.099611,
4,0.025000,159.837284,
5,0.033333,159.246908,
6,0.041667,158.312426,
7,0.050000,157.123835,
8,0.058333,155.932011,
9,0.066667,155.068664,
10,0.075000,154.762809,
11,0.083333,155.018771,
12,0.091667,155.661743,
13,0.100000,156.488734,
14,0.108333,157.369931,
15,0.116667,158.227554,
16,0.125000,158.973991,
17,0.133333,159.517316,
18,0.141667,159.822005,
19,0.150000,159.932018,
20,0.158333,159.933129,
21,0.166667,159.921291,
22,0.175000,160.005793,
23,0.183333,160.283868,
24,0.191667,160.739832,
25,0.200000,161.146795,
26,0.208333,161.122831,
27,0.216667,160.394420,
28,0.225000,159.091455,
29,0.233333,157.774991,
30,0.241667,157.108373,
31,0.250000,157.429780,
32,0.258333,158.542199,
33,0.266667,159.839364,
34,0.275000,160.695438,
35,0.283333,160.860262,
36,0.291667,160.545272,
37,0.300000,160.165332,
38,0.308333,160.019157,
39,0.316667,160.158597,
40,0.325000,160.452490,
41,0.333333,160.716198,
42,0.341667,160.815039,
43,0.350000,160.727842,
44,0.358333,160.571916,
45,0.366667,160.561518,
46,0.375000,160.885207,
47,0.383333,161.565182,
48,0.391667,162.415474,
49,0.400000,163.156862,
50,0.408333,163.604930,
51,0.416667,163.773751,
52,0.425000,163.826665,
53,0.433333,163.933511,
54,0.441667,164.145867,
55,0.450000,164.385629,
56,0.458333,164.544704,
57,0.466667,164.579038,
58,0.475000,164.484442,
59,0.483333,164.176182,
60,0.491667,163.432464,
61,0.500000,162.069171,
62,0.508333,160.284280,
63,0.516667,158.796926,
64,0.525000,158.491362,
65,0.533333,159.768382,
66,0.541667,162.055774,
67,0.550000,163.883038,
68,0.558333,163.782105,
69,0.566667,161.490993,
70,0.575000,158.234773,
71,0.583333,155.789186,
72,0.591667,155.320802,
73,0.600000,156.894880,
74,0.608333,159.662731,
75,0.616667,162.437655,
76,0.625000,164.353857,
77,0.633333,165.202619,
78,0.641667,165.275377,
79,0.650000,164.999877,
80,0.658333,164.702457,
81,0.666667,164.544169,
82,0.675000,164.548961,
83,0.683333,164.661894,
84,0.691667,164.804112,
85,0.700000,164.910917,
86,0.708333,164.953532,
87,0.716667,164.948046,
88,0.725000,164.947492,
89,0.733333,165.009969,
90,0.741667,165.152402,
91,0.750000,165.325142,
92,0.758333,165.443431,
93,0.766667,165.468624,
94,0.775000,165.469057,
95,0.783333,165.568330,
96,0.791667,165.780037,
97,0.800000,165.903493,
98,0.808333,165.609234,
99,0.816667,164.518530,
100,0.825000,162.360313,
101,0.833333,159.509602,
102,0.841667,157.005996,
103,0.850000,155.720710,
104,0.858333,155.775856,
105,0.866667,156.697115,
106,0.875000,157.923876,
107,0.883333,159.147462,
108,0.891667,160.281560,
109,0.900000,161.281052,
110,0.908333,162.075481,
111,0.916667,162.626627,
112,0.925000,162.949187,
113,0.933333,163.039811,
114,0.941667,162.805852,
115,0.950000,162.085716,
116,0.958333,160.815123,
117,0.966667,159.302674,
118,0.975000,158.271958,
119,0.983333,158.378278,
120,0.991667,159.577986,
121,1.000000,161.042069,
122,1.008333,161.830715,
123,1.016667,161.615150,
124,1.025000,160.873881,
125,1.033333,160.676551,
126,1.041667,161.771137,
127,1.050000,163.720623,
128,1.058333,165.351969,
129,1.066667,166.028045,
130,1.075000,165.890789,
131,1.083333,165.523473,
132,1.091667,165.677502,
133,1.100000,166.434124,
134,1.108333,167.075797,
135,1.116667,166.924616,
136,1.125000,165.587049,
137,1.133333,163.257539,
138,1.141667,161.139009,
139,1.150000,160.341826,
140,1.158333,160.899409,
141,1.166667,162.035031,
142,1.175000,162.991849,
143,1.183333,163.505322,
144,1.191667,163.650449,
145,1.200000,163.480321,
146,1.208333,162.897078,
147,1.216667,161.838175,
148,1.225000,160.547386,
149,1.233333,159.614887,
150,1.241667,159.643096,
151,1.250000,160.763161,
152,1.258333,162.418887,
153,1.266667,163.687001,
154,1.275000,163.925526,
155,1.283333,163.148013,
156,1.291667,162.000884,
157,1.300000,161.359777,
158,1.308333,161.602129,
159,1.316667,162.311598,
160,1.325000,162.779966,
161,1.333333,162.721451,
162,1.341667,162.491140,
163,1.350000,162.706553,
164,1.358333,163.605049,
165,1.366667,164.751032,
166,1.375000,165.425759,
167,1.383333,165.160285,
168,1.391667,163.844012,
169,1.400000,161.828800,
170,1.408333,159.903298,
171,1.416667,158.734860,
172,1.425000,158.383651,
173,1.433333,158.355447,
174,1.441667,158.064526,
175,1.450000,157.313876,
176,1.458333,156.438101,
177,1.466667,156.008604,
178,1.475000,156.343360,
179,1.483333,157.253179,
180,1.491667,158.230646,
181,1.500000,158.874011,
182,1.508333,159.136452,
183,1.516667,159.209274,
184,1.525000,159.214327,
185,1.533333,159.038831,
186,1.541667,158.489529,
187,1.550000,157.602516,
188,1.558333,156.765167,
189,1.566667,156.474972,
190,1.575000,156.943939,
191,1.583333,157.937941,
192,1.591667,159.001056,
193,1.600000,159.829069,
194,1.608333,160.403775,
195,1.616667,160.773807,
196,1.625000,160.774177,
197,1.633333,160.061774,
198,1.641667,158.506621,
199,1.650000,156.562004,
200,1.658333,155.143680,
201,1.666667,155.013760,
202,1.675000,156.228448,
203,1.683333,158.093253,
204,1.691667,159.657432,
205,1.700000,160.364295,
206,1.708333,160.290901,
207,1.716667,159.889512,
208,1.725000,159.574913,
209,1.733333,159.487051,
210,1.741667,159.537332,
211,1.750000,159.591510,
212,1.758333,159.591433,
213,1.766667,159.554374,
214,1.775000,159.514852,
215,1.783333,159.486522,
216,1.791667,159.463499,
217,1.800000,159.436842,
218,1.808333,159.403542,
219,1.816667,159.365621,
220,1.825000,159.326791,
221,1.833333,159.290744,
222,1.841667,159.260097,
223,1.850000,159.234623,
224,1.858333,159.209614,
225,1.866667,159.176495,
226,1.875000,159.126872,
227,1.883333,159.058381,
228,1.891667,158.978031,
229,1.900000,158.899361,
230,1.908333,158.834692,
231,1.916667,158.788692,
232,1.925000,158.758681,
233,1.933333,158.740556,
234,1.941667,158.733428,
235,1.950000,158.737525,
236,1.958333,158.747610,
237,1.966667,158.750040,
238,1.975000,158.728897,
239,1.983333,158.677443,
240,1.991667,158.604842,
241,2.000000,158.531418,
242,2.008333,158.475728,
243,2.016667,158.443722,
244,2.025000,158.427860,
245,2.033333,158.415338,
246,2.041667,158.397617,
247,2.050000,158.373930,
248,2.058333,158.347660,
249,2.066667,158.320439,
250,2.075000,158.289519,
251,2.083333,158.249981,
252,2.091667,158.198985,
253,2.100000,158.138328,
254,2.108333,158.073871,
255,2.116667,158.012988,
256,2.125000,157.961793,
257,2.133333,157.923213,
258,2.141667,157.896291,
259,2.150000,157.876953,
260,2.158333,157.860223,
261,2.166667,157.842928,
262,2.175000,157.825156,
263,2.183333,157.809308,
264,2.191667,157.797458,
265,2.200000,157.789026,
266,2.208333,157.780340,
267,2.216667,157.766193,
268,2.225000,157.742288,
269,2.233333,157.707230,
270,2.241667,157.663087,
271,2.250000,157.614196,
272,2.258333,157.564946,
273,2.266667,157.518140,
274,2.275000,157.475247,
275,2.283333,157.438091,
276,2.291667,157.409633,
277,2.300000,157.391874,
278,2.308333,157.382069,
279,2.316667,157.371397,
280,2.325000,157.349339,
281,2.333333,157.311896,
282,2.341667,157.267334,
283,2.350000,157.233939,
284,2.358333,157.230225,
285,2.366667,157.264078,
286,2.375000,157.328284,
287,2.383333,157.405265,
288,2.391667,157.477122,
289,2.400000,157.533047,
290,2.408333,157.568382,
291,2.416667,157.578233,
292,2.425000,157.557559,
293,2.433333,157.516302,
294,2.441667,157.496372,
295,2.450000,157.556890,
296,2.458333,157.713117,
297,2.466667,157.879178,
298,2.475000,157.906600,
299,2.483333,157.745478,
300,2.491667,157.606778,
301,2.500000,157.919335,
302,2.508333,159.000543,
303,2.516667,160.666457,
304,2.525000,162.193574,
305,2.533333,162.789392,
306,2.541667,162.161211,
307,2.550000,160.718722,
308,2.558333,159.305514,
309,2.566667,158.539595,
310,2.575000,158.350140,
311,2.583333,158.223976,
312,2.591667,157.907906,
313,2.600000,157.844065,
314,2.608333,158.842203,
315,2.616667,161.195837,
316,2.625000,164.074191,
317,2.633333,165.993911,
318,2.641667,166.006820,
319,2.650000,164.083841,
320,2.658333,161.124298,
321,2.666667,158.628270,
322,2.675000,157.545002,
323,2.683333,157.737850,
324,2.691667,158.426935,
325,2.700000,158.924075,
326,2.708333,159.020510,
327,2.716667,158.883633,
328,2.725000,158.747508,
329,2.733333,158.712663,
330,2.741667,158.748905,
331,2.750000,158.794427,
332,2.758333,158.820848,
333,2.766667,158.831909,
334,2.775000,158.837467,
335,2.783333,158.840606,
336,2.791667,158.840358,
337,2.800000,158.836439,
338,2.808333,158.829512,
339,2.816667,158.819788,
340,2.825000,158.807253,
341,2.833333,158.793021,
342,2.841667,158.779892,
343,2.850000,158.771496,
344,2.858333,158.770545,
345,2.866667,158.777012,
346,2.875000,158.787568,
347,2.883333,158.797864,
348,2.891667,158.806877,
349,2.900000,158.817753,
350,2.908333,158.829954,
351,2.916667,158.829040,
352,2.925000,158.793379,
