"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,150.758865,
2,0.008333,150.776031,
3,0.016667,150.757843,
4,0.025000,150.703659,
5,0.033333,150.647049,
6,0.041667,150.621933,
7,0.050000,150.631088,
8,0.058333,150.651520,
9,0.066667,150.664612,
10,0.075000,150.672531,
11,0.083333,150.685272,
12,0.091667,150.701096,
13,0.100000,150.706558,
14,0.108333,150.696701,
15,0.116667,150.687195,
16,0.125000,150.698959,
17,0.133333,150.731079,
18,0.141667,150.757324,
19,0.150000,150.754745,
20,0.158333,150.729965,
21,0.166667,150.709061,
22,0.175000,150.704987,
23,0.183333,150.705185,
24,0.191667,150.696243,
25,0.200000,150.692932,
26,0.208333,150.730103,
27,0.216667,150.819885,
28,0.225000,150.925461,
29,0.233333,150.988022,
30,0.241667,150.981491,
31,0.250000,150.938416,
32,0.258333,150.917786,
33,0.266667,150.946884,
34,0.275000,151.000961,
35,0.283333,151.040268,
36,0.291667,151.054291,
37,0.300000,151.063370,
38,0.308333,151.086716,
39,0.316667,151.122955,
40,0.325000,151.161057,
41,0.333333,151.196335,
42,0.341667,151.227081,
43,0.350000,151.241806,
44,0.358333,151.221603,
45,0.366667,151.158051,
46,0.375000,151.065475,
47,0.383333,150.978317,
48,0.391667,150.937317,
49,0.400000,150.967133,
50,0.408333,151.053070,
51,0.416667,151.139648,
52,0.425000,151.164764,
53,0.433333,151.107910,
54,0.441667,151.010605,
55,0.450000,150.942123,
56,0.458333,150.935638,
57,0.466667,150.965393,
58,0.475000,150.989166,
59,0.483333,150.997635,
60,0.491667,151.011017,
61,0.500000,151.037354,
62,0.508333,151.056442,
63,0.516667,151.052078,
64,0.525000,151.042404,
65,0.533333,151.059982,
66,0.541667,151.103455,
67,0.550000,151.125778,
68,0.558333,151.079681,
69,0.566667,150.970367,
70,0.575000,150.856461,
71,0.583333,150.799332,
72,0.591667,150.817688,
73,0.600000,150.887909,
74,0.608333,150.972168,
75,0.616667,151.039368,
76,0.625000,151.071671,
77,0.633333,151.066025,
78,0.641667,151.033844,
79,0.650000,150.992065,
80,0.658333,150.950363,
81,0.666667,150.910522,
82,0.675000,150.877777,
83,0.683333,150.863297,
84,0.691667,150.868973,
85,0.700000,150.878799,
86,0.708333,150.877304,
87,0.716667,150.873093,
88,0.725000,150.890457,
89,0.733333,150.934998,
90,0.741667,150.979279,
91,0.750000,150.990189,
92,0.758333,150.964294,
93,0.766667,150.928436,
94,0.775000,150.906723,
95,0.783333,150.897125,
96,0.791667,150.884079,
97,0.800000,150.866196,
98,0.808333,150.860107,
99,0.816667,150.876617,
100,0.825000,150.902908,
101,0.833333,150.915741,
102,0.841667,150.907379,
103,0.850000,150.891602,
104,0.858333,150.884277,
105,0.866667,150.887131,
106,0.875000,150.892929,
107,0.883333,150.897705,
108,0.891667,150.900986,
109,0.900000,150.901062,
110,0.908333,150.899719,
111,0.916667,150.905533,
112,0.925000,150.919876,
113,0.933333,150.923508,
114,0.941667,150.895432,
115,0.950000,150.849213,
116,0.958333,150.831207,
117,0.966667,150.864456,
118,0.975000,150.908829,
119,0.983333,150.904861,
120,0.991667,150.852692,
121,1.000000,150.823822,
122,1.008333,150.877396,
123,1.016667,150.977478,
124,1.025000,151.023941,
125,1.033333,150.961182,
126,1.041667,150.840210,
127,1.050000,150.775223,
128,1.058333,150.833511,
129,1.066667,150.969376,
130,1.075000,151.076660,
131,1.083333,151.091705,
132,1.091667,151.038330,
133,1.100000,150.992416,
134,1.108333,151.007141,
135,1.116667,151.066650,
136,1.125000,151.111710,
137,1.133333,151.100693,
138,1.141667,151.039734,
139,1.150000,150.967606,
140,1.158333,150.921844,
141,1.166667,150.914215,
142,1.175000,150.932693,
143,1.183333,150.960098,
144,1.191667,150.985504,
145,1.200000,151.000092,
146,1.208333,150.993256,
147,1.216667,150.962250,
148,1.225000,150.923340,
149,1.233333,150.902374,
150,1.241667,150.906754,
151,1.250000,150.915146,
152,1.258333,150.906021,
153,1.266667,150.892807,
154,1.275000,150.915527,
155,1.283333,150.990799,
156,1.291667,151.081207,
157,1.300000,151.127487,
158,1.308333,151.104904,
159,1.316667,151.041077,
160,1.325000,150.984131,
161,1.333333,150.961563,
162,1.341667,150.971115,
163,1.350000,150.999374,
164,1.358333,151.035461,
165,1.366667,151.069855,
