"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,162.287644,
2,0.008333,162.294534,
3,0.016667,162.300754,
4,0.025000,162.302620,
5,0.033333,162.299648,
6,0.041667,162.294517,
7,0.050000,162.290400,
8,0.058333,162.288979,
9,0.066667,162.291412,
10,0.075000,162.300237,
11,0.083333,162.317964,
12,0.091667,162.342105,
13,0.100000,162.362512,
14,0.108333,162.366667,
15,0.116667,162.349999,
16,0.125000,162.320929,
17,0.133333,162.294402,
18,0.141667,162.279958,
19,0.150000,162.276263,
20,0.158333,162.276396,
21,0.166667,162.276364,
22,0.175000,162.277422,
23,0.183333,162.281736,
24,0.191667,162.288609,
25,0.200000,162.295984,
26,0.208333,162.304318,
27,0.216667,162.317115,
28,0.225000,162.337081,
29,0.233333,162.362225,
30,0.241667,162.386181,
31,0.250000,162.402482,
32,0.258333,162.408903,
33,0.266667,162.408434,
34,0.275000,162.406454,
35,0.283333,162.406690,
36,0.291667,162.409235,
37,0.300000,162.412042,
38,0.308333,162.414176,
39,0.316667,162.417526,
40,0.325000,162.425201,
41,0.333333,162.438043,
42,0.341667,162.452745,
43,0.350000,162.463786,
44,0.358333,162.467768,
45,0.366667,162.466293,
46,0.375000,162.464733,
47,0.383333,162.467911,
48,0.391667,162.476340,
49,0.400000,162.485902,
50,0.408333,162.490826,
51,0.416667,162.487523,
52,0.425000,162.476812,
53,0.433333,162.463297,
54,0.441667,162.452316,
55,0.450000,162.446431,
56,0.458333,162.444058,
57,0.466667,162.441386,
58,0.475000,162.435948,
59,0.483333,162.428740,
60,0.491667,162.423066,
61,0.500000,162.421521,
62,0.508333,162.424172,
63,0.516667,162.429298,
64,0.525000,162.435199,
65,0.533333,162.441102,
66,0.541667,162.447041,
67,0.550000,162.453696,
68,0.558333,162.462353,
69,0.566667,162.474222,
70,0.575000,162.489027,
71,0.583333,162.504256,
72,0.591667,162.516301,
73,0.600000,162.522859,
74,0.608333,162.524621,
75,0.616667,162.524898,
76,0.625000,162.527489,
77,0.633333,162.534183,
78,0.641667,162.543723,
79,0.650000,162.553251,
80,0.658333,162.561344,
81,0.666667,162.569802,
82,0.675000,162.581933,
83,0.683333,162.598562,
84,0.691667,162.615923,
85,0.700000,162.628093,
86,0.708333,162.631867,
87,0.716667,162.629208,
88,0.725000,162.625038,
89,0.733333,162.622847,
90,0.741667,162.622293,
91,0.750000,162.620299,
92,0.758333,162.613817,
93,0.766667,162.601742,
94,0.775000,162.585114,
95,0.783333,162.566523,
96,0.791667,162.549657,
97,0.800000,162.538694,
98,0.808333,162.536642,
99,0.816667,162.543093,
100,0.825000,162.553643,
101,0.833333,162.562561,
102,0.841667,162.566863,
103,0.850000,162.567782,
104,0.858333,162.568445,
105,0.866667,162.571133,
106,0.875000,162.577366,
107,0.883333,162.589294,
108,0.891667,162.608721,
109,0.900000,162.634028,
110,0.908333,162.659553,
111,0.916667,162.679604,
112,0.925000,162.692947,
113,0.933333,162.702422,
114,0.941667,162.710542,
115,0.950000,162.716885,
116,0.958333,162.720026,
117,0.966667,162.720495,
118,0.975000,162.720697,
119,0.983333,162.722637,
120,0.991667,162.726808,
121,1.000000,162.732845,
122,1.008333,162.739894,
123,1.016667,162.746217,
124,1.025000,162.749737,
125,1.033333,162.749781,
126,1.041667,162.747833,
127,1.050000,162.745979,
128,1.058333,162.744941,
129,1.066667,162.744064,
130,1.075000,162.742799,
131,1.083333,162.741600,
132,1.091667,162.741558,
133,1.100000,162.743725,
134,1.108333,162.748567,
135,1.116667,162.755227,
136,1.125000,162.761159,
137,1.133333,162.763354,
138,1.141667,162.760676,
139,1.150000,162.754872,
140,1.158333,162.749145,
