"ÉfÅ[É^ID","éûä‘(s)","MP joint(deg)",
1,0.000000,162.122735,
2,0.008333,161.652384,
3,0.016667,161.012369,
4,0.025000,160.624920,
5,0.033333,160.671146,
6,0.041667,160.930492,
7,0.050000,160.975771,
8,0.058333,160.606469,
9,0.066667,160.166303,
10,0.075000,160.396949,
11,0.083333,161.847855,
12,0.091667,164.277038,
13,0.100000,166.574703,
14,0.108333,167.444804,
15,0.116667,166.397714,
16,0.125000,164.147543,
17,0.133333,162.027014,
18,0.141667,161.000423,
19,0.150000,161.121827,
20,0.158333,161.688495,
21,0.166667,161.815746,
22,0.175000,161.053508,
23,0.183333,159.700098,
24,0.191667,158.630283,
25,0.200000,158.749219,
26,0.208333,160.407992,
27,0.216667,163.079007,
28,0.225000,165.525850,
29,0.233333,166.560104,
30,0.241667,165.878652,
31,0.250000,164.238220,
32,0.258333,162.836338,
33,0.266667,162.439872,
34,0.275000,162.938105,
35,0.283333,163.550505,
36,0.291667,163.482888,
37,0.300000,162.551051,
38,0.308333,161.283422,
39,0.316667,160.464056,
40,0.325000,160.553762,
41,0.333333,161.428749,
42,0.341667,162.534540,
43,0.350000,163.285652,
44,0.358333,163.413717,
45,0.366667,163.031306,
46,0.375000,162.446507,
47,0.383333,161.951597,
48,0.391667,161.744010,
49,0.400000,161.948828,
50,0.408333,162.614763,
51,0.416667,163.630584,
52,0.425000,164.657716,
53,0.433333,165.229688,
54,0.441667,165.034486,
55,0.450000,164.172557,
56,0.458333,163.127996,
57,0.466667,162.424670,
58,0.475000,162.254488,
59,0.483333,162.403387,
60,0.491667,162.523584,
61,0.500000,162.491380,
62,0.508333,162.504323,
63,0.516667,162.831086,
64,0.525000,163.500145,
65,0.533333,164.261909,
66,0.541667,164.829278,
67,0.550000,165.098765,
68,0.558333,165.111372,
69,0.566667,164.839539,
70,0.575000,164.105587,
71,0.583333,162.787277,
72,0.591667,161.111546,
73,0.600000,159.687406,
74,0.608333,159.176795,
75,0.616667,159.854639,
76,0.625000,161.370520,
77,0.633333,162.884340,
78,0.641667,163.565130,
79,0.650000,163.143671,
80,0.658333,162.076343,
81,0.666667,161.177202,
82,0.675000,161.008560,
83,0.683333,161.476634,
84,0.691667,161.884653,
85,0.700000,161.425476,
86,0.708333,159.820297,
87,0.716667,157.633976,
88,0.725000,156.004841,
89,0.733333,156.016141,
90,0.741667,158.126728,
91,0.750000,161.813465,
92,0.758333,165.602753,
93,0.766667,167.801892,
94,0.775000,167.564813,
95,0.783333,165.368391,
96,0.791667,162.619421,
97,0.800000,160.693073,
98,0.808333,160.100331,
99,0.816667,160.373429,
100,0.825000,160.616945,
101,0.833333,160.255663,
102,0.841667,159.396039,
103,0.850000,158.574520,
104,0.858333,158.211986,
105,0.866667,158.270132,
106,0.875000,158.348781,
107,0.883333,158.107626,
108,0.891667,157.656970,
109,0.900000,157.566114,
110,0.908333,158.447042,
111,0.916667,160.437679,
112,0.925000,162.989087,
113,0.933333,165.137823,
114,0.941667,166.081725,
115,0.950000,165.597433,
116,0.958333,164.015745,
117,0.966667,161.918265,
118,0.975000,159.870389,
119,0.983333,158.339569,
120,0.991667,157.692577,
121,1.000000,158.110300,
122,1.008333,159.419593,
123,1.016667,161.018035,
124,1.025000,162.094577,
125,1.033333,162.099498,
126,1.041667,161.102696,
127,1.050000,159.736755,
128,1.058333,158.777430,
129,1.066667,158.692429,
130,1.075000,159.442650,
131,1.083333,160.571979,
132,1.091667,161.482218,
133,1.100000,161.740076,
134,1.108333,161.250901,
135,1.116667,160.238710,
136,1.125000,159.104742,
137,1.133333,158.267113,
138,1.141667,158.041815,
139,1.150000,158.571228,
140,1.158333,159.783113,
141,1.166667,161.382400,
142,1.175000,162.905444,
143,1.183333,163.858659,
144,1.191667,163.913628,
145,1.200000,163.074634,
146,1.208333,161.711823,
147,1.216667,160.406638,
148,1.225000,159.684561,
149,1.233333,159.785470,
150,1.241667,160.564317,
151,1.250000,161.547307,
152,1.258333,162.159635,
153,1.266667,162.059209,
154,1.275000,161.360678,
155,1.283333,160.560020,
156,1.291667,160.210387,
157,1.300000,160.590848,
158,1.308333,161.570531,
159,1.316667,162.718488,
160,1.325000,163.586313,
161,1.333333,163.976427,
162,1.341667,163.995055,
163,1.350000,163.869961,
164,1.358333,163.714887,
165,1.366667,163.440958,
166,1.375000,162.868713,
167,1.383333,161.926974,
168,1.391667,160.762946,
169,1.400000,159.679268,
170,1.408333,158.969349,
171,1.416667,158.786866,
172,1.425000,159.119108,
173,1.433333,159.835248,
174,1.441667,160.738479,
175,1.450000,161.580279,
176,1.458333,162.066807,
177,1.466667,161.935153,
178,1.475000,161.129088,
179,1.483333,159.967821,
180,1.491667,159.111881,
181,1.500000,159.236439,
182,1.508333,160.568251,
183,1.516667,162.613856,
184,1.525000,164.381692,
185,1.533333,165.067373,
186,1.541667,164.654255,
187,1.550000,163.834440,
188,1.558333,163.303389,
189,1.566667,163.116863,
190,1.575000,162.746152,
191,1.583333,161.791815,
192,1.591667,160.609214,
193,1.600000,160.126240,
194,1.608333,161.003193,
195,1.616667,162.965839,
196,1.625000,164.911553,
197,1.633333,165.740308,
198,1.641667,165.226183,
199,1.650000,164.114637,
200,1.658333,163.385228,
201,1.666667,163.407056,
202,1.675000,163.693139,
203,1.683333,163.368748,
204,1.691667,161.933948,
205,1.700000,159.713584,
206,1.708333,157.656113,
207,1.716667,156.695025,
208,1.725000,157.201836,
209,1.733333,158.822987,
210,1.741667,160.691753,
211,1.750000,161.934931,
212,1.758333,162.200315,
213,1.766667,161.796633,
214,1.775000,161.347123,
215,1.783333,161.278326,
216,1.791667,161.551116,
217,1.800000,161.796309,
218,1.808333,161.707767,
219,1.816667,161.351035,
220,1.825000,161.108854,
221,1.833333,161.311208,
222,1.841667,161.879844,
223,1.850000,162.304512,
224,1.858333,162.021468,
225,1.866667,160.925924,
226,1.875000,159.564051,
227,1.883333,158.789683,
228,1.891667,159.159264,
229,1.900000,160.524658,
230,1.908333,162.076799,
231,1.916667,162.853117,
232,1.925000,162.399521,
233,1.933333,161.047031,
234,1.941667,159.578842,
235,1.950000,158.625862,
236,1.958333,158.311724,
237,1.966667,158.347508,
238,1.975000,158.395892,
239,1.983333,158.378437,
240,1.991667,158.504240,
241,2.000000,159.073214,
242,2.008333,160.266652,
243,2.016667,162.044192,
244,2.025000,164.131484,
245,2.033333,166.067944,
246,2.041667,167.328857,
247,2.050000,167.535018,
248,2.058333,166.670187,
249,2.066667,165.140706,
250,2.075000,163.587647,
251,2.083333,162.561926,
252,2.091667,162.282057,
253,2.100000,162.599226,
254,2.108333,163.129226,
255,2.116667,163.447291,
256,2.125000,163.275891,
257,2.133333,162.615628,
258,2.141667,161.744851,
259,2.150000,161.043445,
260,2.158333,160.730742,
261,2.166667,160.714227,
262,2.175000,160.687130,
263,2.183333,160.418664,
264,2.191667,159.989083,
265,2.200000,159.731412,
266,2.208333,159.904167,
267,2.216667,160.376645,
268,2.225000,160.619154,
269,2.233333,160.073430,
270,2.241667,158.652898,
271,2.250000,156.937584,
272,2.258333,155.842265,
273,2.266667,156.011898,
274,2.275000,157.387742,
275,2.283333,159.177353,
276,2.291667,160.300303,
277,2.300000,160.126397,
278,2.308333,158.949507,
279,2.316667,157.778822,
280,2.325000,157.613311,
281,2.333333,158.763237,
282,2.341667,160.626192,
283,2.350000,162.039900,
284,2.358333,162.085601,
285,2.366667,160.772497,
286,2.375000,159.032356,
287,2.383333,158.016313,
288,2.391667,158.253134,
289,2.400000,159.269880,
290,2.408333,159.883973,
291,2.416667,159.061581,
292,2.425000,156.780327,
293,2.433333,154.151237,
294,2.441667,152.658638,
295,2.450000,153.223690,
296,2.458333,155.742468,
297,2.466667,159.116133,
298,2.475000,161.804093,
299,2.483333,162.765161,
300,2.491667,162.022497,
301,2.500000,160.429546,
302,2.508333,158.993406,
303,2.516667,158.310890,
304,2.525000,158.447377,
305,2.533333,159.155646,
306,2.541667,160.138909,
307,2.550000,161.162788,
308,2.558333,162.023068,
309,2.566667,162.517951,
310,2.575000,162.530869,
311,2.583333,162.159555,
312,2.591667,161.725946,
313,2.600000,161.587648,
314,2.608333,161.865185,
315,2.616667,162.303688,
316,2.625000,162.414169,
317,2.633333,161.844106,
318,2.641667,160.720986,
319,2.650000,159.665642,
320,2.658333,159.390296,
321,2.666667,160.136549,
322,2.675000,161.372781,
323,2.683333,162.065557,
324,2.691667,161.461563,
325,2.700000,159.803111,
326,2.708333,158.306796,
327,2.716667,158.324136,
328,2.725000,160.301163,
329,2.733333,163.276502,
330,2.741667,165.384400,
331,2.750000,165.152343,
332,2.758333,162.537665,
333,2.766667,158.868957,
334,2.775000,155.817682,
335,2.783333,154.361977,
336,2.791667,154.560378,
337,2.800000,155.976505,
338,2.808333,158.136618,
339,2.816667,160.593560,
340,2.825000,162.693834,
341,2.833333,163.574870,
342,2.841667,162.702416,
343,2.850000,160.529674,
344,2.858333,158.487639,
345,2.866667,158.082332,
346,2.875000,159.814182,
347,2.883333,162.767072,
348,2.891667,165.199041,
349,2.900000,165.778808,
350,2.908333,164.436899,
351,2.916667,162.161276,
352,2.925000,160.112435,
353,2.933333,158.905256,
354,2.941667,158.536358,
355,2.950000,158.738219,
356,2.958333,159.284330,
357,2.966667,160.023570,
358,2.975000,160.774494,
359,2.983333,161.311773,
360,2.991667,161.497583,
361,3.000000,161.401838,
362,3.008333,161.253391,
363,3.016667,161.243363,
364,3.025000,161.349354,
365,3.033333,161.332371,
366,3.041667,160.922815,
367,3.050000,160.067669,
368,3.058333,159.051955,
369,3.066667,158.386567,
370,3.075000,158.521779,
371,3.083333,159.554957,
372,3.091667,161.086594,
373,3.100000,162.333590,
374,3.108333,162.521145,
375,3.116667,161.364202,
376,3.125000,159.308675,
377,3.133333,157.320025,
378,3.141667,156.330836,
379,3.150000,156.731727,
380,3.158333,158.182968,
381,3.166667,159.800021,
382,3.175000,160.672791,
383,3.183333,160.445318,
384,3.191667,159.514054,
385,3.200000,158.686377,
386,3.208333,158.594582,
387,3.216667,159.311023,
388,3.225000,160.380869,
389,3.233333,161.198874,
390,3.241667,161.450555,
391,3.250000,161.278562,
392,3.258333,161.064889,
