NO_OF_FRAMES	1000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-15, 10:47:19	4135.10820244
DATA_INCLUDED	3D
MARKER_NAMES	Distal phalanx	DIP joint	PIP joint	MP joint	Scaphoid
134.366	179.679	184.956	124.498	197.843	197.609	114.316	217.640	207.389	107.433	258.262	219.508	100.695	289.896	223.313
134.398	179.697	184.975	124.529	197.857	197.626	114.338	217.657	207.407	107.452	258.270	219.530	100.703	289.909	223.344
134.435	179.730	184.974	124.566	197.878	197.633	114.367	217.679	207.420	107.472	258.283	219.541	100.726	289.919	223.362
134.474	179.746	184.997	124.593	197.902	197.647	114.398	217.702	207.427	107.493	258.303	219.559	100.739	289.936	223.378
134.489	179.755	185.029	124.609	197.909	197.682	114.413	217.710	207.455	107.512	258.317	219.581	100.744	289.957	223.391
134.493	179.758	185.064	124.612	197.921	197.714	114.418	217.715	207.494	107.512	258.325	219.609	100.752	289.963	223.429
134.483	179.761	185.096	124.614	197.926	197.750	114.415	217.724	207.525	107.522	258.329	219.645	100.752	289.976	223.451
134.466	179.742	185.126	124.633	197.987	197.855	114.462	217.761	207.513	107.539	258.352	219.651	100.782	290.004	223.439
134.474	179.752	185.141	124.645	197.998	197.889	114.471	217.770	207.520	107.545	258.356	219.674	100.790	290.011	223.465
134.490	179.760	185.144	124.667	198.011	197.896	114.490	217.779	207.539	107.559	258.359	219.690	100.794	290.016	223.479
134.512	179.768	185.138	124.686	198.019	197.910	114.509	217.781	207.531	107.559	258.369	219.695	100.801	290.019	223.482
134.525	179.781	185.114	124.702	198.024	197.900	114.530	217.788	207.525	107.574	258.360	219.694	100.816	290.016	223.489
134.539	179.788	185.086	124.721	198.027	197.881	114.542	217.786	207.508	107.582	258.363	219.686	100.819	290.015	223.481
134.545	179.787	185.066	124.719	198.029	197.860	114.555	217.780	207.495	107.581	258.354	219.668	100.821	290.008	223.471
134.534	179.780	185.050	124.716	198.021	197.841	114.551	217.773	207.475	107.580	258.349	219.654	100.820	290.005	223.463
134.519	179.757	185.036	124.708	198.003	197.832	114.538	217.763	207.458	107.582	258.340	219.646	100.817	289.993	223.452
134.499	179.740	185.018	124.696	197.992	197.810	114.531	217.747	207.440	107.580	258.328	219.630	100.823	289.983	223.442
134.489	179.720	185.004	124.684	197.979	197.790	114.530	217.735	207.423	107.583	258.314	219.603	100.817	289.965	223.416
134.481	179.707	184.968	124.683	197.959	197.769	114.524	217.713	207.390	107.575	258.291	219.584	100.816	289.944	223.401
134.473	179.688	184.930	124.681	197.944	197.735	114.519	217.700	207.353	107.573	258.264	219.559	100.819	289.922	223.373
134.477	179.671	184.878	124.679	197.929	197.680	114.521	217.678	207.301	107.574	258.246	219.513	100.828	289.898	223.342
134.492	179.664	184.791	124.692	197.917	197.614	114.537	217.656	207.235	107.575	258.224	219.466	100.829	289.873	223.295
134.504	179.658	184.703	124.702	197.903	197.537	114.543	217.641	207.168	107.584	258.198	219.397	100.827	289.853	223.236
134.504	179.640	184.611	124.707	197.878	197.449	114.547	217.622	207.084	107.590	258.176	219.318	100.823	289.828	223.166
134.481	179.623	184.448	124.686	197.859	197.298	114.549	217.599	206.953	107.594	258.141	219.229	100.825	289.796	223.108
134.471	179.607	184.281	124.686	197.835	197.139	114.551	217.569	206.818	107.597	258.100	219.139	100.817	289.759	223.031
134.483	179.598	184.133	124.696	197.823	197.018	114.565	217.552	206.687	107.608	258.072	219.038	100.819	289.733	222.951
134.494	179.585	184.001	124.716	197.812	196.885	114.586	217.521	206.583	107.632	258.055	218.932	100.842	289.711	222.863
134.516	179.582	183.874	124.742	197.804	196.776	114.617	217.517	206.472	107.655	258.037	218.834	100.874	289.692	222.778
134.549	179.581	183.772	124.780	197.801	196.673	114.649	217.508	206.385	107.681	258.030	218.755	100.902	289.685	222.690
134.583	179.581	183.665	124.805	197.791	196.579	114.677	217.495	206.287	107.709	258.019	218.676	100.923	289.670	222.622
134.620	179.575	183.554	124.846	197.787	196.471	114.708	217.478	206.193	107.737	258.003	218.591	100.936	289.653	222.547
134.663	179.580	183.430	124.889	197.784	196.357	114.746	217.472	206.073	107.770	257.989	218.486	100.965	289.638	222.459
134.686	179.574	183.304	124.920	197.774	196.232	114.779	217.464	205.976	107.801	257.974	218.380	100.996	289.616	222.363
